Analysis name: SLAEmpathy
Column conditions: None
Row conditions: Block, Procedure[Trial], Procedure[Block], SubTrial, Sex, Age, Procedure[SubTrial], Response.RESP, Response.RT, Running[SubTrial], GambleOutcome, GambleAmount, Amount1, Amount2, Certain
Statistics: Response.RT:Mean
Filters: None
Data file: SLA_Empathy_v1-183-1
File does not have data alterations.
Block	Procedure[Trial]	Procedure[Block]	SubTrial	Sex	Age	Procedure[SubTrial]	Response.RESP	Response.RT	Running[SubTrial]	GambleOutcome	GambleAmount	Amount1	Amount2	Certain	Stats	
1	PracticeTrials	Instructions	1	male	21	PracticeMixed	NULL	NULL	List14	won	$5.00	$5.00	-$3.00	$0.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	2	male	21	PracticeMixed	NULL	NULL	List14	lost	-$2.00	$4.00	-$2.00	$0.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	3	male	21	PracticeGain	NULL	NULL	List14	won	$7.00	$7.00	$0.00	$2.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	4	male	21	PracticeGain	NULL	NULL	List14	lost	$0.00	$8.00	$0.00	$4.00	Mean Response.RT	N/A
2	Self1	SelfTask	1	male	21	LASelfGain	1	377	List4	won	$10.00	$10.00	$0.00	$6.00	Mean Response.RT	377.00
2	Self1	SelfTask	2	male	21	LASelfMixed	2	175	List4	lost	-$15.75	$9.00	-$15.75	$0.00	Mean Response.RT	175.00
2	Self1	SelfTask	3	male	21	LASelfMixed	1	541	List4	lost	-$8.75	$10.00	-$8.75	$0.00	Mean Response.RT	541.00
2	Self1	SelfTask	4	male	21	LASelfMixed	1	1411	List4	won	$8.00	$8.00	-$2.00	$0.00	Mean Response.RT	1411.00
2	Self1	SelfTask	5	male	21	LASelfMixed	2	417	List4	lost	-$12.00	$6.00	-$12.00	$0.00	Mean Response.RT	417.00
2	Self1	SelfTask	6	male	21	LASelfMixed	2	1782	List4	lost	-$18.75	$10.00	-$18.75	$0.00	Mean Response.RT	1782.00
2	Self1	SelfTask	7	male	21	LASelfMixed	1	1579	List4	won	$5.00	$5.00	-$8.13	$0.00	Mean Response.RT	1579.00
2	Self1	SelfTask	8	male	21	LASelfGain	1	674	List4	lost	$0.00	$12.00	$0.00	$4.00	Mean Response.RT	674.00
2	Self1	SelfTask	9	male	21	LASelfMixed	2	1008	List4	won	$9.00	$9.00	-$9.00	$0.00	Mean Response.RT	1008.00
2	Self1	SelfTask	10	male	21	LASelfGain	1	389	List4	lost	$0.00	$22.00	$0.00	$13.00	Mean Response.RT	389.00
2	Self1	SelfTask	11	male	21	LASelfMixed	1	922	List4	lost	-$7.00	$8.00	-$7.00	$0.00	Mean Response.RT	922.00
2	Self1	SelfTask	12	male	21	LASelfMixed	1	856	List4	won	$4.00	$4.00	-$8.00	$0.00	Mean Response.RT	856.00
2	Self1	SelfTask	13	male	21	LASelfGain	1	1150	List4	won	$25.00	$25.00	$0.00	$9.00	Mean Response.RT	1150.00
2	Self1	SelfTask	14	male	21	LASelfMixed	2	843	List4	lost	-$3.75	$2.00	-$3.75	$0.00	Mean Response.RT	843.00
2	Self1	SelfTask	15	male	21	LASelfMixed	1	626	List4	won	$2.00	$2.00	-$1.25	$0.00	Mean Response.RT	626.00
2	Self1	SelfTask	16	male	21	LASelfMixed	2	751	List4	won	$6.00	$6.00	-$9.00	$0.00	Mean Response.RT	751.00
2	Self1	SelfTask	17	male	21	LASelfGain	2	764	List4	won	$13.00	$13.00	$0.00	$6.00	Mean Response.RT	764.00
2	Self1	SelfTask	18	male	21	LASelfMixed	1	873	List4	lost	-$4.00	$4.00	-$4.00	$0.00	Mean Response.RT	873.00
2	Self1	SelfTask	19	male	21	LASelfGain	1	1575	List4	won	$7.00	$7.00	$0.00	$3.00	Mean Response.RT	1575.00
2	Self1	SelfTask	20	male	21	LASelfGain		0	List4	won	$3.25	$3.25	$0.00	$1.00	Mean Response.RT	0.00
2	Self1	SelfTask	21	male	21	LASelfMixed	1	354	List4	won	$4.00	$4.00	-$1.00	$0.00	Mean Response.RT	354.00
2	Self1	SelfTask	22	male	21	LASelfGain	1	1192	List4	lost	$0.00	$8.00	$0.00	$4.25	Mean Response.RT	1192.00
2	Self1	SelfTask	23	male	21	LASelfGain	1	309	List4	lost	$0.00	$17.00	$0.00	$9.00	Mean Response.RT	309.00
2	Self1	SelfTask	24	male	21	LASelfMixed		0	List4	won	$12.00	$12.00	-$18.00	$0.00	Mean Response.RT	0.00
2	Self1	SelfTask	25	male	21	LASelfMixed	2	369	List4	lost	-$5.00	$5.00	-$5.00	$0.00	Mean Response.RT	369.00
2	Self1	SelfTask	26	male	21	LASelfGain	1	381	List4	won	$4.00	$4.00	$0.00	$2.25	Mean Response.RT	381.00
2	Self1	SelfTask	27	male	21	LASelfMixed	1	603	List4	lost	-$9.00	$12.00	-$9.00	$0.00	Mean Response.RT	603.00
2	Self1	SelfTask	28	male	21	LASelfMixed		0	List4	won	$8.00	$8.00	-$9.00	$0.00	Mean Response.RT	0.00
2	Self1	SelfTask	29	male	21	LASelfMixed		0	List4	lost	-$4.38	$5.00	-$4.38	$0.00	Mean Response.RT	0.00
2	Self1	SelfTask	30	male	21	LASelfMixed		0	List4	lost	-$13.00	$8.00	-$13.00	$0.00	Mean Response.RT	0.00
2	Self2	SelfTask	1	male	21	LASelfMixed		0	List5	lost	-$2.25	$2.00	-$2.25	$0.00	Mean Response.RT	0.00
2	Self2	SelfTask	2	male	21	LASelfMixed	1	383	List5	won	$6.00	$6.00	-$4.50	$0.00	Mean Response.RT	383.00
2	Self2	SelfTask	3	male	21	LASelfMixed	2	540	List5	won	$2.00	$2.00	-$3.25	$0.00	Mean Response.RT	540.00
2	Self2	SelfTask	4	male	21	LASelfGain	1	826	List5	lost	$0.00	$22.00	$0.00	$10.00	Mean Response.RT	826.00
2	Self2	SelfTask	5	male	21	LASelfMixed	1	1831	List5	won	$9.00	$9.00	-$4.50	$0.00	Mean Response.RT	1831.00
2	Self2	SelfTask	6	male	21	LASelfGain	1	413	List5	won	$17.00	$17.00	$0.00	$10.00	Mean Response.RT	413.00
2	Self2	SelfTask	7	male	21	LASelfGain	2	482	List5	won	$4.00	$4.00	$0.00	$2.00	Mean Response.RT	482.00
2	Self2	SelfTask	8	male	21	LASelfMixed	1	440	List5	lost	-$2.00	$4.00	-$2.00	$0.00	Mean Response.RT	440.00
2	Self2	SelfTask	9	male	21	LASelfGain	2	325	List5	won	$11.00	$11.00	$0.00	$6.00	Mean Response.RT	325.00
2	Self2	SelfTask	10	male	21	LASelfGain	2	155	List5	lost	$0.00	$7.00	$0.00	$4.00	Mean Response.RT	155.00
2	Self2	SelfTask	11	male	21	LASelfMixed	1	529	List5	lost	-$3.75	$10.00	-$3.75	$0.00	Mean Response.RT	529.00
2	Self2	SelfTask	12	male	21	LASelfMixed	1	1622	List5	won	$12.00	$12.00	-$24.00	$0.00	Mean Response.RT	1622.00
2	Self2	SelfTask	13	male	21	LASelfMixed	2	284	List5	lost	-$10.50	$6.00	-$10.50	$0.00	Mean Response.RT	284.00
2	Self2	SelfTask	14	male	21	LASelfMixed	1	419	List5	lost	-$9.38	$5.00	-$9.38	$0.00	Mean Response.RT	419.00
2	Self2	SelfTask	15	male	21	LASelfMixed		0	List5	won	$8.00	$8.00	-$5.00	$0.00	Mean Response.RT	0.00
2	Self2	SelfTask	16	male	21	LASelfMixed	1	404	List5	won	$5.00	$5.00	-$3.13	$0.00	Mean Response.RT	404.00
2	Self2	SelfTask	17	male	21	LASelfGain	1	1338	List5	lost	$0.00	$30.00	$0.00	$12.00	Mean Response.RT	1338.00
2	Self2	SelfTask	18	male	21	LASelfMixed	2	447	List5	won	$4.00	$4.00	-$7.00	$0.00	Mean Response.RT	447.00
2	Self2	SelfTask	19	male	21	LASelfMixed	1	437	List5	won	$10.00	$10.00	-$13.75	$0.00	Mean Response.RT	437.00
2	Self2	SelfTask	20	male	21	LASelfMixed	2	979	List5	lost	-$15.00	$8.00	-$15.00	$0.00	Mean Response.RT	979.00
2	Self2	SelfTask	21	male	21	LASelfGain	2	825	List5	won	$24.00	$24.00	$0.00	$12.00	Mean Response.RT	825.00
