Analysis name: SLAEmpathy
Column conditions: None
Row conditions: Block, Procedure[Trial], Procedure[Block], SubTrial, Sex, Age, Procedure[SubTrial], Response.RESP, Response.RT, Running[SubTrial], GambleOutcome, GambleAmount, Amount1, Amount2, Certain
Statistics: Response.RT:Mean
Filters: None
Data file: SLA_Empathy_v1-174-1
File does not have data alterations.
Block	Procedure[Trial]	Procedure[Block]	SubTrial	Sex	Age	Procedure[SubTrial]	Response.RESP	Response.RT	Running[SubTrial]	GambleOutcome	GambleAmount	Amount1	Amount2	Certain	Stats	
1	PracticeTrials	Instructions	1	female	21	PracticeMixed	NULL	NULL	List14	won	$5.00	$5.00	-$3.00	$0.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	2	female	21	PracticeMixed	NULL	NULL	List14	lost	-$2.00	$4.00	-$2.00	$0.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	3	female	21	PracticeGain	NULL	NULL	List14	won	$7.00	$7.00	$0.00	$2.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	4	female	21	PracticeGain	NULL	NULL	List14	lost	$0.00	$8.00	$0.00	$4.00	Mean Response.RT	N/A
2	Self1	SelfTask	1	female	21	LASelfGain	1	418	List4	won	$10.00	$10.00	$0.00	$6.00	Mean Response.RT	418.00
2	Self1	SelfTask	2	female	21	LASelfMixed	2	400	List4	lost	-$15.75	$9.00	-$15.75	$0.00	Mean Response.RT	400.00
2	Self1	SelfTask	3	female	21	LASelfMixed	1	644	List4	lost	-$8.75	$10.00	-$8.75	$0.00	Mean Response.RT	644.00
2	Self1	SelfTask	4	female	21	LASelfMixed	1	778	List4	won	$8.00	$8.00	-$2.00	$0.00	Mean Response.RT	778.00
2	Self1	SelfTask	5	female	21	LASelfMixed	2	464	List4	lost	-$12.00	$6.00	-$12.00	$0.00	Mean Response.RT	464.00
2	Self1	SelfTask	6	female	21	LASelfMixed	2	301	List4	lost	-$18.75	$10.00	-$18.75	$0.00	Mean Response.RT	301.00
2	Self1	SelfTask	7	female	21	LASelfMixed	2	387	List4	won	$5.00	$5.00	-$8.13	$0.00	Mean Response.RT	387.00
2	Self1	SelfTask	8	female	21	LASelfGain	1	513	List4	lost	$0.00	$12.00	$0.00	$4.00	Mean Response.RT	513.00
2	Self1	SelfTask	9	female	21	LASelfMixed	2	1358	List4	won	$9.00	$9.00	-$9.00	$0.00	Mean Response.RT	1358.00
2	Self1	SelfTask	10	female	21	LASelfGain	1	507	List4	lost	$0.00	$22.00	$0.00	$13.00	Mean Response.RT	507.00
2	Self1	SelfTask	11	female	21	LASelfMixed	1	874	List4	lost	-$7.00	$8.00	-$7.00	$0.00	Mean Response.RT	874.00
2	Self1	SelfTask	12	female	21	LASelfMixed	2	816	List4	won	$4.00	$4.00	-$8.00	$0.00	Mean Response.RT	816.00
2	Self1	SelfTask	13	female	21	LASelfGain	1	470	List4	won	$25.00	$25.00	$0.00	$9.00	Mean Response.RT	470.00
2	Self1	SelfTask	14	female	21	LASelfMixed	2	508	List4	lost	-$3.75	$2.00	-$3.75	$0.00	Mean Response.RT	508.00
2	Self1	SelfTask	15	female	21	LASelfMixed	1	905	List4	won	$2.00	$2.00	-$1.25	$0.00	Mean Response.RT	905.00
2	Self1	SelfTask	16	female	21	LASelfMixed	2	591	List4	won	$6.00	$6.00	-$9.00	$0.00	Mean Response.RT	591.00
2	Self1	SelfTask	17	female	21	LASelfGain	1	603	List4	won	$13.00	$13.00	$0.00	$6.00	Mean Response.RT	603.00
2	Self1	SelfTask	18	female	21	LASelfMixed	2	889	List4	lost	-$4.00	$4.00	-$4.00	$0.00	Mean Response.RT	889.00
2	Self1	SelfTask	19	female	21	LASelfGain	1	575	List4	won	$7.00	$7.00	$0.00	$3.00	Mean Response.RT	575.00
2	Self1	SelfTask	20	female	21	LASelfGain	1	548	List4	won	$3.25	$3.25	$0.00	$1.00	Mean Response.RT	548.00
