Analysis name: SLAEmpathy
Column conditions: None
Row conditions: Block, Procedure[Trial], Procedure[Block], SubTrial, Sex, Age, Procedure[SubTrial], Response.RESP, Response.RT, Running[SubTrial], GambleOutcome, GambleAmount, Amount1, Amount2, Certain
Statistics: Response.RT:Mean
Filters: None
Data file: SLA_Empathy_v1-179-1
File does not have data alterations.
Block	Procedure[Trial]	Procedure[Block]	SubTrial	Sex	Age	Procedure[SubTrial]	Response.RESP	Response.RT	Running[SubTrial]	GambleOutcome	GambleAmount	Amount1	Amount2	Certain	Stats	
1	PracticeTrials	Instructions	1	female	20	PracticeMixed	NULL	NULL	List14	won	$5.00	$5.00	-$3.00	$0.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	2	female	20	PracticeMixed	NULL	NULL	List14	lost	-$2.00	$4.00	-$2.00	$0.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	3	female	20	PracticeGain	NULL	NULL	List14	won	$7.00	$7.00	$0.00	$2.00	Mean Response.RT	N/A
1	PracticeTrials	Instructions	4	female	20	PracticeGain	NULL	NULL	List14	lost	$0.00	$8.00	$0.00	$4.00	Mean Response.RT	N/A
2	Self1	SelfTask	1	female	20	LASelfGain	1	560	List4	won	$10.00	$10.00	$0.00	$6.00	Mean Response.RT	560.00
2	Self1	SelfTask	2	female	20	LASelfMixed	2	654	List4	lost	-$15.75	$9.00	-$15.75	$0.00	Mean Response.RT	654.00
2	Self1	SelfTask	3	female	20	LASelfMixed	2	1532	List4	lost	-$8.75	$10.00	-$8.75	$0.00	Mean Response.RT	1532.00
2	Self1	SelfTask	4	female	20	LASelfMixed	1	1385	List4	won	$8.00	$8.00	-$2.00	$0.00	Mean Response.RT	1385.00
2	Self1	SelfTask	5	female	20	LASelfMixed	2	822	List4	lost	-$12.00	$6.00	-$12.00	$0.00	Mean Response.RT	822.00
2	Self1	SelfTask	6	female	20	LASelfMixed	2	811	List4	lost	-$18.75	$10.00	-$18.75	$0.00	Mean Response.RT	811.00
2	Self1	SelfTask	7	female	20	LASelfMixed	2	1705	List4	won	$5.00	$5.00	-$8.13	$0.00	Mean Response.RT	1705.00
2	Self1	SelfTask	8	female	20	LASelfGain	1	454	List4	lost	$0.00	$12.00	$0.00	$4.00	Mean Response.RT	454.00
2	Self1	SelfTask	9	female	20	LASelfMixed	1	1836	List4	won	$9.00	$9.00	-$9.00	$0.00	Mean Response.RT	1836.00
2	Self1	SelfTask	10	female	20	LASelfGain	1	514	List4	lost	$0.00	$22.00	$0.00	$13.00	Mean Response.RT	514.00
2	Self1	SelfTask	11	female	20	LASelfMixed	2	1887	List4	lost	-$7.00	$8.00	-$7.00	$0.00	Mean Response.RT	1887.00
2	Self1	SelfTask	12	female	20	LASelfMixed	2	764	List4	won	$4.00	$4.00	-$8.00	$0.00	Mean Response.RT	764.00
2	Self1	SelfTask	13	female	20	LASelfGain	1	627	List4	won	$25.00	$25.00	$0.00	$9.00	Mean Response.RT	627.00
2	Self1	SelfTask	14	female	20	LASelfMixed	2	1208	List4	lost	-$3.75	$2.00	-$3.75	$0.00	Mean Response.RT	1208.00
2	Self1	SelfTask	15	female	20	LASelfMixed	1	1246	List4	won	$2.00	$2.00	-$1.25	$0.00	Mean Response.RT	1246.00
2	Self1	SelfTask	16	female	20	LASelfMixed	2	563	List4	won	$6.00	$6.00	-$9.00	$0.00	Mean Response.RT	563.00
2	Self1	SelfTask	17	female	20	LASelfGain	1	464	List4	won	$13.00	$13.00	$0.00	$6.00	Mean Response.RT	464.00
2	Self1	SelfTask	18	female	20	LASelfMixed		0	List4	lost	-$4.00	$4.00	-$4.00	$0.00	Mean Response.RT	0.00
2	Self1	SelfTask	19	female	20	LASelfGain	1	707	List4	won	$7.00	$7.00	$0.00	$3.00	Mean Response.RT	707.00
