TrialNumber,Trial_num,Partner,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift
72,72,0,$4.00 ,-$4.00,$0.00 ,lost,-$4.00,3,5,3,1.0,71.0,1157.843,1.0,1159.8444,1160.0768,2.0013976,0.001397591,0.23234388,1160.1813,0.33688354,-1.6631165,1165.0541,4.867656,4.8727465,0.005090581,1165.0597,1.0004895,0.000489493,1166.0602,8.217163,1166.0679,got here,1171.0684,5.0,5.0005317,0.000531453
73,73,0,$8.00 ,-$9.00,$0.00 ,lost,-$9.00,5,1.5,3,1.0,72.0,1171.0819,1.0,1173.0898,1173.3312,2.0078945,0.007894456,0.24126996,1173.4362,0.3463123,-1.6536877,1180.3081,6.85873,6.8719907,0.013260663,1180.3142,1.0016811,0.001681149,1181.3158,10.233865,1181.3217,got here,1182.8229,1.5,1.501326,0.0013259631
74,74,0,$10.00 ,-$16.25,$0.00 ,lost,-$16.25,1.5,7,3,1.0,73.0,1182.8367,1.0,1184.8376,1185.0791,2.0009456,0.000945475,0.24145769,1185.1841,0.34650394,-1.653496,1188.5546,3.3585422,3.3704736,0.011931409,1188.5605,1.0012051,0.001205095,1189.5618,6.7251625,1189.5691,got here,1196.57,7.0,7.000829,0.00082911
75,75,0,$10.00 ,-$1.25,$0.00 ,won,$10.00,1.5,1.5,3,1.0,74.0,1196.5831,6.0,1198.583,1198.9325,1.9998597,-0.00014034199,0.34955323,1199.0372,0.45423362,-1.5457664,1202.2928,3.2504468,3.2556298,0.005183049,1202.2997,1.001226,0.0012259299,1203.3009,6.717758,1203.3063,got here,1204.8071,1.5,1.5007701,0.00077013497
76,76,0,$8.00 ,-$6.00,$0.00 ,lost,-$6.00,5,1.5,3,1.0,75.0,1204.8208,6.0,1206.8234,1207.065,2.0026138,0.002613669,0.24158089,1207.1694,0.3460589,-1.6539412,1214.0325,6.858419,6.8630176,0.004598538,1214.037,1.0004275,0.000427503,1215.0374,10.216612,1215.0457,got here,1216.5461,1.5,1.5005398,0.00053975603
77,77,0,$8.00 ,-$3.00,$0.00 ,won,$8.00,3,1.5,3,1.0,76.0,1216.5587,5.0,1218.5615,1218.7944,2.0028374,0.002837518,0.23289634,1218.8988,0.33729148,-1.6627085,1223.7709,4.8671036,4.8720484,0.004944498,1223.7773,1.0002337,0.00023366799,1224.7776,8.218962,1224.7847,got here,1226.2858,1.5,1.5010542,0.001054161
78,78,0,$10.00 ,-$13.75,$0.00 ,won,$10.00,1.5,1.5,3,1.0,77.0,1226.2994,1.0,1228.2999,1228.5415,2.000427,0.000427116,0.24168395,1228.6461,0.34625694,-1.653743,1232.0087,3.358316,3.3625667,0.004250745,1232.0164,1.0006927,0.000692784,1233.0171,6.717624,1233.0231,got here,1234.5243,1.5,1.5012069,0.001206824
79,79,0,$31.29 ,$0.00,$8.36 ,won,$31.29,1.5,1.5,3,1.0,78.0,1234.539,6.0,1236.5403,1236.8903,2.0013053,0.001305285,0.35004532,1236.9952,0.45495564,-1.5450444,1240.2582,3.2499547,3.2629602,0.013005441,1240.2639,1.0005503,0.00055029604,1241.2644,6.7255263,1241.272,got here,1242.7732,1.5,1.5012308,0.00123083
80,80,0,$9.00 ,-$6.75,$0.00 ,won,$9.00,3,7,3,1.0,79.0,1242.7876,1.0,1244.7969,1245.1628,2.0091875,0.0091874935,0.365979,1245.2672,0.47042832,-1.5295717,1250.015,4.734021,4.747745,0.0137240235,1250.0199,1.0012759,0.001275952,1251.0212,8.233572,1251.028,got here,1258.0292,7.0,7.001321,0.001320795
81,81,0,$4.00 ,-$3.00,$0.00 ,lost,-$3.00,3,3,3,1.0,80.0,1258.0441,6.0,1260.0503,1260.3995,2.006221,0.006220992,0.34925792,1260.5042,0.45384243,-1.5461576,1265.2601,4.750742,4.756059,0.005317134,1265.2653,1.0012172,0.00121722,1266.2665,8.222486,1266.2742,got here,1269.2754,3.0,3.0011933,0.0011934
82,82,0,$6.00 ,-$1.50,$0.00 ,lost,-$1.50,3,3,3,1.0,81.0,1269.2894,1.0,1271.2976,1271.5472,2.00819,0.008189946,0.24954315,1271.6525,0.35481834,-1.6451817,1276.5155,4.8504567,4.863072,0.012615074,1276.5209,1.000631,0.000630968,1277.5216,8.232099,1277.5293,got here,1280.5294,3.0,3.000195,0.000195034
83,83,0,$6.00 ,-$12.00,$0.00 ,lost,-$12.00,1.5,1.5,3,1.0,82.0,1280.5419,6.0,1282.5433,1282.7853,2.001486,0.001486044,0.24193993,1282.8901,0.3468098,-1.6531901,1286.2607,3.3580601,3.3705652,0.012505165,1286.2681,1.0001347,0.000134748,1287.2682,6.7263002,1287.2766,got here,1288.7778,1.5,1.5012753,0.001275256
84,84,0,$2.00 ,-$2.25,$0.00 ,won,$2.00,1.5,5,3,1.0,83.0,1288.7919,6.0,1290.7922,1290.9258,2.0003364,0.000336506,0.1335628,1291.0305,0.23833139,-1.7616686,1294.5095,3.466437,3.479019,0.012581609,1294.5156,1.000563,0.000562979,1295.5162,6.7243624,1295.524,got here,1300.525,5.0,5.001039,0.001038975
85,85,0,$16.29 ,$0.00,$7.85 ,won,$16.29,1.5,1.5,3,1.0,84.0,1300.54,6.0,1302.5399,1302.7876,1.99989,-0.000110055,0.24766801,1302.8922,0.35225922,-1.6477407,1306.2496,3.3523319,3.3574264,0.00509434,1306.2551,1.0011556,0.0011556409,1307.2563,6.716214,1307.2635,got here,1308.7644,1.5,1.500871,0.00087098
86,86,0,$6.00 ,-$6.00,$0.00 ,won,$6.00,3,1.5,3,1.0,85.0,1308.7792,1.0,1310.7952,1311.0529,2.0159016,0.015901545,0.25769094,1311.1575,0.36230558,-1.6376945,1316.0043,4.842309,4.846809,0.004499997,1316.0109,1.0001992,0.00019918999,1317.011,8.231816,1317.0187,got here,1318.5189,1.5,1.5002522,0.000252248
87,87,0,$12.00 ,-$6.00,$0.00 ,won,$12.00,5,7,3,1.0,86.0,1318.5314,1.0,1320.5337,1320.8835,2.0022392,0.002239302,0.3498822,1320.9879,0.4542723,-1.5457277,1327.743,6.750118,6.755091,0.004973282,1327.7488,1.001029,0.001029009,1328.7499,10.21844,1328.7557,got here,1335.756,7.0,7.0001845,0.00018439101
88,88,0,$9.00 ,-$11.25,$0.00 ,lost,-$11.25,3,3,3,1.0,87.0,1335.7695,1.0,1337.7695,1338.0112,1.999999,-9.860087e-07,0.24165316,1338.1168,0.3472717,-1.6527283,1342.9869,4.858347,4.870117,0.011770172,1342.9935,1.0002697,0.000269685,1343.9938,8.224245,1344.0033,got here,1347.0035,3.0,3.0002391,0.00023925098
89,89,0,$8.00 ,-$15.00,$0.00 ,won,$8.00,5,1.5,3,1.0,88.0,1347.0203,1.0,1349.0253,1349.3668,2.0051186,0.005118551,0.34149483,1349.4713,0.4459893,-1.5540106,1356.2341,6.7585053,6.7627773,0.004272147,1356.241,1.0002171,0.00021709502,1357.2411,10.220942,1357.2488,got here,1358.7491,1.5,1.5002972,0.000297201
90,90,0,$10.00 ,-$0.42,$0.00 ,lost,-$0.42,1.5,1.5,3,1.0,89.0,1358.7634,6.0,1360.7649,1361.0061,2.0013463,0.001346419,0.24129026,1361.1107,0.34582466,-1.6541753,1364.474,3.3587098,3.3633924,0.0046826922,1364.4801,1.0011971,0.001197061,1365.4813,6.7177763,1365.4883,got here,1366.9894,1.5,1.5012105,0.001210458
91,91,0,$8.22 ,$0.00,$3.89 ,won,$8.22,1.5,5,3,1.0,90.0,1367.0042,6.0,1369.012,1369.2534,2.007816,0.007816168,0.24138652,1369.3578,0.34581554,-1.6541845,1372.7216,3.3586135,3.3637326,0.005119198,1372.7267,1.000168,0.00016793501,1373.7268,6.7226872,1373.735,got here,1378.736,5.0,5.0009003,0.00090024003
92,92,0,$4.00 ,-$1.00,$0.00 ,lost,-$1.00,1.5,1.5,3,1.0,91.0,1378.7506,1.0,1380.7511,1381.092,2.0005648,0.000564811,0.34085837,1381.1964,0.4452368,-1.5547632,1384.461,3.2591417,3.2646928,0.005551144,1384.4657,1.0002042,0.00020423299,1385.466,6.7153788,1385.4741,got here,1386.9752,1.5,1.5011352,0.001135208
93,93,0,$8.00 ,-$11.00,$0.00 ,lost,-$11.00,1.5,5,3,1.0,92.0,1386.989,5.0,1388.9897,1389.2229,2.0007088,0.00070871797,0.23309445,1389.3274,0.33763552,-1.6623645,1392.6991,3.3669055,3.3716455,0.004739947,1392.7063,1.001225,0.001224981,1393.7075,6.7184806,1393.7129,got here,1398.7141,5.0,5.001178,0.001177979
94,94,0,$6.00 ,-$0.25,$0.00 ,lost,-$0.25,5,1.5,3,1.0,93.0,1398.7277,1.0,1400.7291,1401.2955,2.0015116,0.001511636,0.5664244,1401.4001,0.67104036,-1.3289597,1407.9384,6.5335755,6.538191,0.004615238,1407.9427,1.0011547,0.001154709,1408.9438,10.216294,1408.9517,got here,1410.4529,1.5,1.5012136,0.001213593
95,95,0,$4.00 ,-$5.00,$0.00 ,won,$4.00,1.5,3,3,1.0,94.0,1410.4664,1.0,1412.468,1412.7095,2.00153,0.001529885,0.24152415,1412.8146,0.34665534,-1.6533446,1416.1842,3.358476,3.3695962,0.011120316,1416.191,1.0005832,0.000583229,1417.1915,6.7251396,1417.1998,got here,1420.2001,3.0,3.0002587,0.00025863101
96,96,0,$6.87 ,$0.00,$4.57 ,won,$6.87,1.5,5,3,1.0,95.0,1420.2151,6.0,1422.2151,1422.5735,2.0000403,4.0368992e-05,0.35832605,1422.678,0.46289724,-1.5371028,1425.9237,3.241674,3.2456362,0.003962325,1425.931,1.0011837,0.00118375,1426.9323,6.717124,1426.9385,last trial of block,1435.9388,9.0,9.000379,0.000378525
﻿TrialNumber,Trial_num,Partner,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift
1,1,1,$17.38 ,$0.00,$7.31 ,won,$17.38,1.5,1.5,1,1.0,0.0,66.21844,6.0,68.22165,68.57863,2.0032103,0.003210332,0.356982,68.68865,0.46700367,-1.5329963,71.93969,3.243018,3.2510355,0.008017394,71.947044,1.0009784,0.000978361,72.94803,6.7295876,72.953804,got here,74.454575,1.5,1.5007737,0.00077362196
2,2,1,$4.00 ,-$3.00,$0.00 ,won,$4.00,5,1.5,1,1.0,1.0,74.469864,5.0,76.46982,76.59415,1.999956,-4.3973996e-05,0.124331675,76.6989,0.22908086,-1.7709191,83.67819,6.9756684,6.979296,0.003628097,83.68399,1.0005575,0.000557499,84.68455,10.214687,84.691414,got here,86.19272,1.5,1.5013039,0.001303914
3,3,1,$5.00 ,-$3.13,$0.00 ,won,$5.00,3,1.5,1,1.0,2.0,86.20611,1.0,88.20753,88.45679,2.0014126,0.001412729,0.2492604,88.56152,0.3540004,-1.6459996,93.415665,4.8507395,4.8541393,0.003399825,93.4229,1.0013406,0.001340672,94.42424,8.218126,94.430466,got here,95.93154,1.5,1.5010788,0.001078794
4,4,1,$10.00 ,-$16.25,$0.00 ,lost,-$16.25,1.5,3,1,1.0,3.0,95.94501,1.0,97.948326,98.21237,2.0033236,0.003323607,0.2640462,98.31705,0.36871734,-1.6312827,101.65682,3.3359537,3.3397775,0.003823638,101.66201,1.0011778,0.001177799,102.66319,6.718186,102.67049,got here,105.671646,3.0,3.0011585,0.0011584801
5,5,1,$9.00 ,-$2.25,$0.00 ,lost,-$2.25,5,1.5,1,1.0,4.0,105.68504,1.0,107.68645,107.82784,2.001398,0.001398173,0.14140157,107.93278,0.24633095,-1.753669,114.90422,6.9585986,6.9714484,0.012849946,114.907936,1.0007266,0.000726624,115.90866,10.223618,115.9171,got here,117.418274,1.5,1.5011727,0.001172647
6,6,1,$18.65 ,$0.00,$6.68 ,won,$18.65,1.5,3,1,1.0,5.0,117.433395,6.0,119.44117,119.79031,2.0077682,0.007768239,0.34914422,119.894684,0.4535169,-1.546483,123.14939,3.2508557,3.2547061,0.0038504591,123.15692,1.0004896,0.000489542,124.15741,6.724015,124.164154,got here,127.16469,3.0,3.0005312,0.000531301
7,7,1,$4.00 ,-$0.33,$0.00 ,lost,-$0.33,5,1.5,1,1.0,6.0,127.1794,5.0,129.18784,129.42061,2.008438,0.008438185,0.23277731,129.52513,0.33729577,-1.6627042,136.39725,6.867223,6.8721223,0.00489961,136.40392,1.0012312,0.0012311949,137.40515,10.225758,137.41147,got here,138.91275,1.5,1.5012851,0.001285057
8,8,1,$26.76 ,$0.00,$10.62 ,lost,$0.00,1.5,5,1,1.0,7.0,138.9276,6.0,140.93527,141.28471,2.0076766,0.007676631,0.34944442,141.38925,0.4539893,-1.5460107,144.64496,3.2505555,3.2557058,0.005150359,144.64986,1.0012337,0.001233644,145.6511,6.723504,145.6582,got here,150.65935,5.0,5.0011435,0.001143298
9,9,1,$22.47 ,$0.00,$12.76 ,won,$22.47,1.5,3,1,1.0,8.0,150.67302,1.0,152.67435,152.93248,2.0013351,0.001335172,0.2581202,153.03746,0.36310008,-1.6369,156.3919,3.3418798,3.3544447,0.012564909,156.3975,1.0001875,0.000187492,157.39769,6.7246747,157.40596,got here,160.40721,3.0,3.0012574,0.001257355
10,10,1,$9.00 ,-$4.50,$0.00 ,won,$9.00,5,7,1,1.0,9.0,160.42169,6.0,162.42978,162.77924,2.0080833,0.008083385,0.34945685,162.88399,0.45420334,-1.5457966,169.6393,6.750543,6.755307,0.004764026,169.64333,1.0003463,0.000346293,170.64368,10.221976,170.65256,got here,177.65273,7.0,7.0001736,0.000173345
11,11,1,$9.00 ,-$15.75,$0.00 ,lost,-$15.75,3,5,1,1.0,10.0,177.6659,5.0,179.6737,180.01524,2.007811,0.007811055,0.34152982,180.1205,0.44679517,-1.5532049,184.89198,4.75847,4.771482,0.013011616,184.89801,1.00117,0.001170081,185.89919,8.233284,185.90756,got here,190.90788,5.0,5.000321,0.000320786
12,12,1,$6.87 ,$0.00,$4.57 ,won,$6.87,5,5,1,1.0,11.0,190.92409,5.0,192.92995,193.16287,2.005863,0.005863023,0.23292163,193.26782,0.33788013,-1.6621199,200.1479,6.8670783,6.880079,0.013000512,200.15292,1.0012211,0.00122107,201.15414,10.230058,201.16125,got here,206.1617,5.0,5.0004334,0.000433619
13,13,1,$4.00 ,-$6.00,$0.00 ,lost,-$6.00,1.5,1.5,1,1.0,12.0,206.17618,1.0,208.18414,208.4153,2.007961,0.007961114,0.23115218,208.52011,0.33595857,-1.6640414,211.89397,3.3688478,3.3738658,0.005018105,211.89938,1.0011348,0.001134783,212.90053,6.7243366,212.90724,got here,214.40857,1.5,1.5013402,0.001340206
14,14,1,$10.00 ,-$6.25,$0.00 ,won,$10.00,3,3,1,1.0,13.0,214.42207,6.0,216.42296,216.66426,2.000895,0.000895128,0.24130456,216.76883,0.3458677,-1.6541322,221.6315,4.8586955,4.8626647,0.003969418,221.63863,1.0012609,0.001260925,222.6399,8.217821,222.64703,got here,225.64717,3.0,3.0001438,0.00014372001
15,15,1,$10.00 ,-$8.75,$0.00 ,won,$10.00,1.5,5,1,1.0,14.0,225.65962,1.0,227.66168,227.9032,2.0020516,0.002051677,0.24152778,228.0078,0.34611192,-1.6538881,231.37111,3.358472,3.3633142,0.004842013,231.37854,1.000216,0.00021606399,232.37875,6.719128,232.3854,got here,237.38657,5.0,5.0011597,0.001159559
16,16,1,$12.00 ,-$18.00,$0.00 ,won,$12.00,3,1.5,1,1.0,15.0,237.40022,1.0,239.408,239.64975,2.0077775,0.007777428,0.24175656,239.75427,0.34627545,-1.6537246,244.62563,4.8582435,4.8713493,0.013105658,244.63142,1.0013127,0.0013127,245.63274,8.2325115,245.63948,got here,247.14066,1.5,1.5011837,0.001183694
17,17,1,$4.00 ,-$1.00,$0.00 ,won,$4.00,1.5,1.5,1,1.0,16.0,247.15407,5.0,249.15512,249.28807,2.0010424,0.001042281,0.1329499,249.39249,0.23736651,-1.7626334,252.86478,3.46705,3.4722946,0.005244469,252.87148,1.0012648,0.001264849,253.87274,6.718664,253.87842,got here,255.3788,1.5,1.5003792,0.000379157
18,18,1,$4.00 ,-$2.00,$0.00 ,lost,-$2.00,1.5,5,1,1.0,17.0,255.39122,1.0,257.3958,257.64523,2.0045824,0.0045823,0.24940978,257.75006,0.35425502,-1.6457449,261.11365,3.3505902,3.3635788,0.012988644,261.12027,1.0011132,0.001113212,262.12137,6.730154,262.12698,got here,267.12817,5.0,5.0011954,0.001195615
19,19,1,$13.25 ,$0.00,$9.37 ,lost,$0.00,1.5,1.5,1,1.0,18.0,267.1432,6.0,269.14954,269.49927,2.006347,0.006346977,0.34973443,269.60373,0.4542109,-1.5457891,272.85904,3.2502656,3.2553172,0.005051563,272.86603,1.0009218,0.000921872,273.86694,6.723769,273.8731,got here,275.37354,1.5,1.5004241,0.000424142
20,20,1,$8.00 ,-$11.00,$0.00 ,won,$8.00,3,3,1,1.0,19.0,275.38837,1.0,277.39087,277.64798,2.0024953,0.002495302,0.25712863,277.7526,0.3617393,-1.6382607,282.59952,4.842871,4.846914,0.004042238,282.60513,1.0005649,0.000564912,283.6057,8.21734,283.61197,got here,286.61426,3.0,3.0022876,0.002287589
21,21,1,$16.79 ,$0.00,$7.60 ,lost,$0.00,1.5,7,1,1.0,20.0,286.62897,5.0,288.63638,288.86926,2.007395,0.007395113,0.23290296,288.97433,0.33795965,-1.6620404,292.35483,3.3670971,3.3804874,0.013390488,292.36084,1.0011683,0.001168207,293.36203,6.7330413,293.36917,got here,300.37045,7.0,7.001267,0.001266897
22,22,1,$6.00 ,-$4.50,$0.00 ,lost,-$4.50,3,3,1,1.0,21.0,300.38498,1.0,302.39197,302.7327,2.0069845,0.006984478,0.34073275,302.8372,0.44520858,-1.5547915,307.60144,4.7592673,4.764281,0.005013573,307.6064,1.0012147,0.001214694,308.60764,8.222646,308.61334,got here,311.61365,3.0,3.0003126,0.000312679
23,23,1,$9.00 ,-$6.75,$0.00 ,lost,-$6.75,1.5,1.5,1,1.0,22.0,311.6273,1.0,313.629,313.97882,2.0017095,0.001709456,0.3498307,314.0834,0.4544274,-1.5455726,317.33755,3.2501693,3.2541442,0.003974849,317.34576,1.0012668,0.001266835,318.34705,6.7197638,318.35373,got here,319.85486,1.5,1.501149,0.001149067
24,24,1,$2.00 ,-$3.75,$0.00 ,won,$2.00,1.5,1.5,1,1.0,23.0,319.8685,1.0,321.86942,322.11102,2.0009086,0.000908527,0.24161889,322.21542,0.34599096,-1.6540091,325.57764,3.358381,3.3622296,0.003848366,325.58444,1.0002358,0.00023574798,326.5847,6.7161646,326.59296,got here,328.09314,1.5,1.5001768,0.00017677
25,25,1,$10.00 ,-$0.42,$0.00 ,lost,-$0.42,5,7,1,1.0,24.0,328.1066,6.0,330.10858,330.34958,2.0019732,0.001973122,0.2410132,330.45438,0.34580722,-1.6541928,337.31778,6.858987,6.863386,0.004399585,337.32397,1.000139,0.00013904099,338.32413,10.217523,338.33206,got here,345.3333,7.0,7.001261,0.001261087
26,26,1,$22.40 ,$0.00,$4.80 ,won,$22.40,1.5,5,1,1.0,25.0,345.3479,6.0,347.3542,347.70468,2.0062904,0.006290477,0.3505013,347.80905,0.4548706,-1.5451294,351.062,3.2494986,3.2529638,0.003464998,351.06955,1.0011845,0.001184416,352.0707,6.722824,352.07776,got here,357.07797,5.0,5.000228,0.00022786399
27,27,1,$12.00 ,-$3.00,$0.00 ,lost,-$3.00,1.5,7,1,1.0,26.0,357.09247,5.0,359.09985,359.2246,2.0073905,0.007390563,0.12477842,359.3293,0.22947396,-1.770526,362.80853,3.4752216,3.4792256,0.004003957,362.81638,1.0002546,0.000254661,363.81665,6.724188,363.82364,got here,370.82486,7.0,7.001234,0.001234233
28,28,1,$5.00 ,-$8.13,$0.00 ,won,$5.00,1.5,3,1,1.0,27.0,370.8385,6.0,372.8395,373.18936,2.0010004,0.001000361,0.34985065,373.29388,0.45438537,-1.5456146,376.54913,3.2501493,3.2552376,0.005088112,376.5541,1.0005658,0.000565746,377.5547,6.7161775,377.56268,got here,380.5638,3.0,3.0011163,0.001116273
29,29,1,$2.00 ,-$0.75,$0.00 ,won,$2.00,1.5,3,1,1.0,28.0,380.57745,1.0,382.57877,382.81964,2.0013132,0.00131321,0.24089041,382.9241,0.34533808,-1.6546619,386.28833,3.3591096,3.3642402,0.005130633,386.29324,1.0011736,0.0011736089,387.2944,6.716957,387.30145,got here,390.3026,3.0,3.0011623,0.001162298
30,30,1,$8.00 ,-$2.00,$0.00 ,lost,-$2.00,1.5,1.5,1,1.0,29.0,390.31595,1.0,392.31754,392.55023,2.0015674,0.001567442,0.23269445,392.6551,0.33757558,-1.6624244,396.0265,3.3673055,3.371404,0.00409848,396.03198,1.0002998,0.000299817,397.0323,6.716324,397.04037,got here,398.5414,1.5,1.501041,0.001041031
31,31,1,$4.00 ,-$7.00,$0.00 ,lost,-$7.00,3,1.5,1,1.0,30.0,398.55487,1.0,400.5561,400.8059,2.0012188,0.0012188749,0.24982053,400.91058,0.35447857,-1.6455214,405.7657,4.8501797,4.8551073,0.004927829,405.77103,1.0012826,0.001282522,406.7723,8.217416,406.77942,got here,408.27997,1.5,1.5005398,0.000539828
32,32,1,$6.00 ,-$9.00,$0.00 ,lost,-$9.00,3,1.5,1,1.0,31.0,408.2936,6.0,410.29532,410.5363,2.0017233,0.0017232681,0.24095953,410.6415,0.34618694,-1.6538131,415.51355,4.8590403,4.8720503,0.01300987,415.5185,1.000477,0.000476921,416.51898,8.225386,416.52707,last trial of block,422.02832,5.5,5.5012665,0.001266677
33,33,1,$8.22 ,$0.00,$3.89 ,won,$8.22,1.5,5,2,1.0,32.0,466.26053,5.0,468.26315,468.4967,2.002611,0.00261088,0.23356815,468.6022,0.33906147,-1.6609385,471.98126,3.366432,3.379069,0.012637143,471.98715,1.001261,0.001261013,472.98843,6.7278967,472.99548,got here,477.99588,5.0,5.00039,0.000389951
34,34,1,$2.00 ,-$1.75,$0.00 ,lost,-$1.75,3,1.5,2,1.0,33.0,478.01044,1.0,480.0176,480.2592,2.0071855,0.007185359,0.24158077,480.3639,0.34626198,-1.653738,485.22668,4.8584194,4.862797,0.00437732,485.23303,1.0002302,0.00023013502,486.23325,8.222818,486.24112,got here,487.74225,1.5,1.5011343,0.001134244
35,35,1,$5.00 ,-$4.38,$0.00 ,lost,-$4.38,5,5,2,1.0,34.0,487.75592,1.0,489.75665,489.8811,2.0007443,0.00074429903,0.12444494,489.98557,0.22892149,-1.7710785,496.9663,6.975555,6.980738,0.005182963,496.97162,1.0011765,0.001176453,497.9728,10.216886,497.981,got here,502.98193,5.0,5.0009675,0.00096742
36,36,1,$4.00 ,-$0.67,$0.00 ,lost,-$0.67,1.5,3,2,1.0,35.0,502.9956,6.0,505.00223,505.35196,2.0065956,0.006595629,0.3497513,505.45657,0.45434675,-1.5456532,508.71124,3.2502487,3.2546759,0.0044270908,508.71936,1.0011526,0.001152582,509.72052,6.724907,509.72635,got here,512.7276,3.0,3.0012531,0.001253138
37,37,1,$12.00 ,-$24.00,$0.00 ,won,$12.00,1.5,5,2,1.0,36.0,512.74133,1.0,514.7413,515.083,1.9999163,-8.366001e-05,0.3417428,515.1876,0.44639966,-1.5536003,518.45026,3.2582572,3.262587,0.004329994,518.4585,1.0009286,0.000928597,519.4595,6.7181144,519.46484,got here,524.4651,5.0,5.0002413,0.00024131202
38,38,1,$8.00 ,-$9.00,$0.00 ,won,$8.00,3,7,2,1.0,37.0,524.47876,1.0,526.4816,526.8472,2.0028696,0.002869635,0.36558568,526.9516,0.46998575,-1.5300143,531.68994,4.734414,4.7383327,0.003918507,531.69604,1.0012063,0.001206252,532.69727,8.218529,532.70435,got here,539.70465,7.0,7.000251,0.000250605
39,39,1,$10.00 ,-$11.25,$0.00 ,won,$10.00,3,3,2,1.0,38.0,539.71826,1.0,541.7185,542.0762,2.0002394,0.00023927001,0.35767755,542.1819,0.46339875,-1.5366012,546.93585,4.7423224,4.7539964,0.011673762,546.94135,1.000318,0.000318093,547.9417,8.223435,547.9498,got here,550.9511,3.0,3.0012562,0.0012561621
40,40,1,$4.00 ,-$5.00,$0.00 ,lost,-$5.00,1.5,1.5,2,1.0,39.0,550.9649,5.0,552.9653,553.1985,2.000349,0.000349159,0.23324767,553.3044,0.3391189,-1.660881,556.68195,3.3667524,3.377556,0.010803765,556.6888,1.0011342,0.001134211,557.68994,6.7250195,557.70087,got here,559.20135,1.5,1.5004843,0.000484405
41,41,1,$8.00 ,-$6.00,$0.00 ,lost,-$6.00,1.5,7,2,1.0,40.0,559.2158,1.0,561.22144,561.46265,2.0056603,0.0056602918,0.24117842,561.56757,0.34610102,-1.653899,564.9308,3.3588216,3.3632348,0.004413253,564.9359,1.0012107,0.001210668,565.93713,6.721312,565.94415,got here,572.9453,7.0,7.0011415,0.0011416019
42,42,1,$25.76 ,$0.00,$11.12 ,won,$25.76,3,1.5,2,1.0,41.0,572.96216,1.0,574.96674,575.10016,2.0045614,0.004561385,0.13344498,575.2049,0.23817268,-1.7618273,580.1761,4.966555,4.971199,0.004643799,580.18176,1.0006089,0.000608944,581.1824,8.220234,581.1904,got here,582.6916,1.5,1.501191,0.001191037
43,43,1,$8.49 ,$0.00,$3.76 ,lost,$0.00,1.5,3,2,1.0,42.0,582.705,6.0,584.706,585.0468,2.0009592,0.000959131,0.34086916,585.1513,0.4453292,-1.5546708,588.4159,3.2591307,3.2645662,0.005435237,588.4222,1.0009265,0.000926527,589.4231,6.7180896,589.429,got here,592.4293,3.0,3.0003252,0.00032510798
44,44,1,$5.00 ,-$6.88,$0.00 ,won,$5.00,1.5,5,2,1.0,43.0,592.4439,1.0,594.4459,594.703,2.001986,0.00198606,0.2570525,594.8076,0.36167714,-1.6383228,598.1554,3.3429475,3.3477664,0.004819,598.1614,1.0012721,0.001272051,599.1626,6.7186847,599.1682,got here,604.16833,5.0,5.0001245,0.000124396
45,45,1,$24.21 ,$0.00,$11.89 ,lost,$0.00,1.5,7,2,1.0,44.0,604.1838,6.0,606.1837,606.42523,1.9998997,-0.000100231,0.24154148,606.5297,0.3460307,-1.6539693,609.8934,3.3584585,3.3636267,0.0051682373,609.899,1.0010859,0.00108591,610.9001,6.7162695,610.9074,got here,617.90845,7.0,7.001044,0.001043809
46,46,1,$9.00 ,-$11.25,$0.00 ,won,$9.00,1.5,3,2,1.0,45.0,617.9231,1.0,619.93,620.1626,2.0068953,0.0068953102,0.23260376,620.26733,0.33732265,-1.6626774,623.6396,3.3673964,3.3723037,0.004907453,623.6458,1.0003464,0.00034639201,624.6462,6.723067,624.6535,got here,627.65466,3.0,3.0011716,0.001171708
47,47,1,$10.00 ,-$3.75,$0.00 ,lost,-$3.75,3,7,2,1.0,46.0,627.6684,6.0,629.66876,629.91034,2.000407,0.000406879,0.24158514,630.0151,0.34628415,-1.6537158,634.88556,4.8584146,4.870476,0.012060807,634.89343,1.0005186,0.000518525,635.894,8.225609,635.90027,got here,642.9009,7.0,7.000624,0.00062405
