TrialNumber,Trial_num,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,Partner,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift
11,11,$10.00 ,($3.75),$0.00 ,lost,($3.75),5,5,1,0,1.0,10.0,130.6163,999.0,132.63089,134.63129,2.014594,0.014593963,0.0,134.63779,2.0069022,0.006902196,141.64868,7.0,7.0108914,0.010891596,141.66183,1.0001334,0.00013341312,142.66197,12.045676,142.66313,got here,147.67867,5.0,5.0155396,0.015539745
12,12,$10.00 ,($6.25),$0.00 ,won,$10.00 ,3,5,1,0,1.0,11.0,147.6912,999.0,149.69359,151.69287,2.002396,0.002396064,0.0,151.6975,2.0039022,0.003902211,156.70862,5.0,5.011127,0.011126865,156.72398,1.0005498,0.0005498219,157.72453,10.03333,157.72618,got here,162.74132,5.0,5.0151405,0.015140698
13,13,$6.00 ,($10.50),$0.00 ,lost,($10.50),3,1.5,1,0,1.0,12.0,162.75603,999.0,164.75633,166.77339,2.0002992,0.00029915292,0.0,166.78226,2.025927,0.025927104,171.78857,5.0,5.00631,0.006309811,171.80377,1.0003204,0.00032047206,172.8041,10.048061,172.80527,got here,174.32251,1.5,1.5172427,0.017242635
14,14,$12.00 ,($21.00),$0.00 ,won,$12.00 ,3,3,1,0,1.0,13.0,174.33665,999.0,176.35236,178.33768,2.0157006,0.01570054,0.0,178.34407,1.9917039,-0.008296129,183.35323,5.0,5.009165,0.009164767,183.37381,1.0013567,0.0013567018,184.37517,10.038511,184.37636,got here,187.38597,3.0,3.009607,0.009607113
15,15,$6.00 ,($9.00),$0.00 ,lost,($9.00),1.5,5,1,0,1.0,14.0,187.40005,999.0,189.3999,191.41553,1.9998559,-0.00014417386,0.0,191.42458,2.0246737,0.024673812,194.93243,3.5,3.5078619,0.007861756,194.94846,1.0001638,0.00016384898,195.94861,8.548565,195.94989,got here,200.96378,5.0,5.0138817,0.013881748
16,16,$32.00 ,$0.00 ,$0.00 ,lost,$0.00 ,1.5,1.5,1,0,1.0,15.0,200.978,999.0,202.97887,204.97954,2.0008714,0.00087133306,0.0,204.98999,2.0111232,0.0111232195,208.49684,3.5,3.5068562,0.006856294,208.51184,1.001188,0.0011880419,209.51303,8.535038,209.5145,got here,211.02754,1.5,1.5130459,0.013045929
17,17,$4.00 ,($0.67),$0.00 ,won,$4.00 ,1.5,1.5,1,0,1.0,16.0,211.04114,999.0,213.04367,215.04318,2.0025358,0.002535859,0.0,215.05144,2.007773,0.00777282,218.56068,3.5,3.5092456,0.00924571,218.5882,1.0012738,0.001273742,219.58946,8.548335,219.59062,got here,221.11035,1.5,1.5197363,0.019736286
18,18,$8.00 ,$0.00 ,$4.00 ,lost,$0.00 ,1.5,5,1,0,1.0,17.0,221.1264,999.0,223.1503,225.14014,2.023888,0.023888009,0.0,225.1471,1.9967966,-0.0032033569,228.65671,3.5,3.509612,0.009611996,228.67172,1.0001782,0.00017822301,229.6719,8.545493,229.67369,got here,234.69043,5.0,5.0167313,0.016731344
19,19,$10.00 ,($11.25),$0.00 ,lost,($11.25),3,1.5,1,0,1.0,18.0,234.70587,999.0,236.71947,238.7201,2.0135877,0.013587623,0.0,238.72755,2.0080986,0.00809872,243.73773,5.0,5.0101743,0.010174066,243.75119,1.000682,0.00068202405,244.75188,10.045999,244.75328,got here,246.26863,1.5,1.5153599,0.015359835
20,20,$5.00 ,($2.50),$0.00 ,lost,($2.50),3,3,1,0,1.0,19.0,246.28258,999.0,248.28395,250.28984,2.0013742,0.001374288,0.0,250.29492,2.0109613,0.010961332,255.30583,5.0,5.0109196,0.010919784,255.31578,1.0004263,0.000426305,256.3162,10.033621,256.31766,got here,259.331,3.0,3.0133367,0.013336685
21,21,$6.00 ,($4.50),$0.00 ,won,$6.00 ,5,7,1,0,1.0,20.0,259.3464,999.0,261.3471,263.34625,2.0007124,0.0007123372,0.0,263.35297,2.005855,0.005855178,270.36346,7.0,7.0105047,0.010504688,270.37836,1.0003508,0.00035088114,271.37872,12.032319,271.38107,got here,278.39343,7.0,7.012357,0.012357314
22,22,$22.40 ,$0.00 ,$4.80 ,won,$22.40 ,3,3,1,0,1.0,21.0,278.4121,1.0,280.42615,280.95728,2.0140502,0.014050137,0.53112805,281.4675,1.0413584,-0.9586417,285.944,4.468872,4.4764867,0.007614587,285.95572,1.0002532,0.0002531549,286.956,8.543883,286.958,got here,289.97308,3.0,3.0150843,0.015084311
23,23,$14.49 ,$0.00 ,$8.75 ,won,$14.49 ,1.5,1.5,1,0,1.0,22.0,289.99066,2.0,292.00848,292.3725,2.0178342,0.017834177,0.3640102,292.88318,0.8746955,-1.1253045,296.02396,3.13599,3.1407776,0.004787814,296.03644,1.0002267,0.00022675004,297.03665,7.0459967,297.03952,got here,298.554,1.5,1.5144705,0.014470498
24,24,$4.00 ,($0.33),$0.00 ,won,$4.00 ,1.5,1.5,1,0,1.0,23.0,298.57413,1.0,300.5866,301.90338,2.012486,0.012486061,1.3167722,302.41275,1.8261207,-0.17387922,304.60278,2.1832278,2.1900334,0.006805514,304.61972,1.0001707,0.00017067092,305.6199,7.045766,305.62122,got here,307.13733,1.5,1.5160865,0.016086424
25,25,$2.00 ,($3.75),$0.00 ,won,$2.00 ,1.5,7,1,0,1.0,24.0,307.15353,999.0,309.1551,311.1663,2.0015283,0.001528352,0.0,311.17142,2.016348,0.016347777,314.68304,3.5,3.5116096,0.011609511,314.7015,1.0003097,0.0003096729,315.7018,8.54826,315.7031,got here,322.71603,7.0,7.012934,0.01293404
26,26,$9.00 ,($4.50),$0.00 ,won,$9.00 ,1.5,5,1,0,1.0,25.0,322.7313,999.0,324.74695,326.74533,2.0156696,0.015669674,0.0,326.7512,2.0042431,0.0042432193,330.26285,3.5,3.5116427,0.011642636,330.2785,1.000148,0.00014803605,331.27863,8.547351,331.28055,got here,336.29483,5.0,5.0142803,0.014280222
27,27,$12.00 ,($12.00),$0.00 ,won,$12.00 ,5,7,1,0,1.0,26.0,336.30878,999.0,338.31003,340.30978,2.0012336,0.0012335491,0.0,340.31485,2.0048275,0.004827612,347.32684,7.0,7.0119886,0.011988519,347.3422,1.0012699,0.001269971,348.34348,12.03469,348.34494,got here,355.35748,7.0,7.012527,0.012527221
28,28,$12.00 ,($18.00),$0.00 ,lost,($18.00),1.5,3,1,0,1.0,27.0,355.37015,999.0,357.3712,359.37164,2.0010328,0.0010329371,0.0,359.37714,2.005962,0.0059619993,362.88757,3.5,3.5104325,0.010432457,362.9095,1.0003593,0.00035932497,363.90982,8.539688,363.9111,got here,366.92093,3.0,3.0098171,0.00981715
29,29,$6.00 ,($7.50),$0.00 ,lost,($7.50),1.5,3,1,0,1.0,28.0,366.93454,2.0,368.9361,369.73428,2.001556,0.0015558449,0.79817307,370.24078,1.3046892,-0.6953108,372.9539,2.701827,2.7131116,0.011284602,372.96634,1.0006298,0.000629765,373.96695,7.032423,373.96863,got here,376.9855,3.0,3.0168757,0.01687567
30,30,$2.00 ,($3.25),$0.00 ,won,$2.00 ,1.5,1.5,1,0,1.0,29.0,376.99915,999.0,379.01556,381.01416,2.0164382,0.016438216,0.0,381.0219,2.0063422,0.006342174,384.53146,3.5,3.5095415,0.009541591,384.54773,1.0010791,0.0010791118,385.5488,8.549659,385.54996,got here,387.06494,1.5,1.5149761,0.01497609
31,31,$17.38 ,$0.00 ,$7.31 ,lost,$0.00 ,3,1.5,1,0,1.0,30.0,387.0796,2.0,389.0797,390.54553,2.0001104,0.00011028,1.4658144,391.05075,1.971033,-0.028966997,394.59644,3.5341856,3.5456862,0.0115006585,394.61105,1.000975,0.00097496994,395.61203,8.532436,395.61328,got here,397.12827,1.5,1.5150002,0.015000182
32,32,$8.00 ,($2.00),$0.00 ,won,$8.00 ,1.5,1.5,1,0,1.0,31.0,397.1437,2.0,399.15967,399.80945,2.0159595,0.015959397,0.6497866,400.31467,1.1549956,-0.84500444,403.1779,2.8502135,2.8632364,0.013022973,403.1932,1.0004414,0.00044143386,404.19366,7.0499525,404.19528,got here,405.70935,1.5,1.5140562,0.01405618
33,33,$5.00 ,($5.63),$0.00 ,won,$5.00 ,5,1.5,2,0,1.0,32.0,405.7236,999.0,407.72375,409.72476,2.0001256,0.00012554484,0.0,409.73547,2.011746,0.011745927,416.7406,7.0,7.005115,0.005114916,416.75543,1.0006491,0.0006490459,417.7561,12.032476,417.75735,got here,419.27267,1.5,1.5153178,0.01531781
34,34,$24.92 ,$0.00 ,$11.54 ,lost,$0.00 ,1.5,5,2,0,1.0,33.0,419.2875,1.0,421.3037,421.98666,2.016197,0.016196936,0.6829531,422.49164,1.1879479,-0.8120521,425.3211,2.8170469,2.8294492,0.012402395,425.33636,1.000936,0.0009360041,426.3373,7.049801,426.33868,got here,431.35217,5.0,5.013477,0.013476626
35,35,$8.00 ,($13.00),$0.00 ,won,$8.00 ,1.5,3,2,0,1.0,34.0,431.3671,2.0,433.36713,434.3333,2.000047,4.69191e-05,0.9661917,434.84616,1.4790455,-0.5209545,437.38474,2.5338082,2.5385637,0.0047553387,437.399,1.0004619,0.0004619609,438.39944,7.0323634,438.40067,got here,441.4167,3.0,3.0160387,0.016038751
36,36,$10.67 ,$0.00 ,$10.67 ,won,$10.67 ,5,1.5,2,0,1.0,35.0,441.4319,999.0,443.44836,445.44827,2.0164716,0.016471718,0.0,445.4561,2.0077288,0.0077288933,452.46478,7.0,7.008696,0.008696209,452.48044,1.0004703,0.0004702611,453.48093,12.049037,453.48227,got here,454.99594,1.5,1.5136814,0.01368145
37,37,$24.21 ,$0.00 ,$11.89 ,lost,$0.00 ,1.5,1.5,2,0,1.0,36.0,455.00977,999.0,457.01062,459.01047,2.000856,0.00085601606,0.0,459.0153,2.0046604,0.00466027,462.52698,3.5,3.5117002,0.011700124,462.5427,1.0007783,0.0007782781,463.5435,8.533714,463.54486,got here,465.06042,1.5,1.5155609,0.015560863
38,38,$12.00 ,($24.00),$0.00 ,won,$12.00 ,3,1.5,2,0,1.0,37.0,465.07535,999.0,467.091,469.09152,2.0156374,0.015637472,0.0,469.1008,2.009816,0.009815926,474.10846,5.0,5.00766,0.007659959,474.12558,1.0005327,0.0005327009,475.1261,10.050753,475.1273,got here,476.63977,1.5,1.5124928,0.0124927275
39,39,$2.00 ,($2.75),$0.00 ,won,$2.00 ,3,5,2,0,1.0,38.0,476.65378,999.0,478.65652,480.6551,2.0027444,0.002744553,0.0,480.66113,2.0046024,0.004602333,485.67163,5.0,5.010501,0.010500745,485.6874,1.0007703,0.0007703081,486.6882,10.034404,486.68954,got here,491.70282,5.0,5.0132675,0.013267645
40,40,$9.00 ,($13.50),$0.00 ,lost,($13.50),1.5,3,2,0,1.0,39.0,491.71667,999.0,493.7191,495.71796,2.002426,0.0024259652,0.0,495.726,2.0069122,0.006912151,499.2348,3.5,3.5087907,0.008790769,499.2503,1.0008897,0.0008896,500.2512,8.534537,500.2526,got here,503.26816,3.0,3.0155616,0.01556153
41,41,$5.00 ,($4.38),$0.00 ,won,$5.00 ,5,1.5,2,0,1.0,40.0,503.28177,999.0,505.28217,507.29742,2.00039,0.00038999203,0.0,507.303,2.0208454,0.020845529,514.3139,7.0,7.0108943,0.010894102,514.3294,1.0002595,0.00025950116,515.3297,12.04793,515.331,got here,516.84674,1.5,1.515756,0.015756058
42,42,$2.00 ,($1.75),$0.00 ,lost,($1.75),1.5,7,2,0,1.0,41.0,516.8607,999.0,518.86206,520.8613,2.001372,0.001372156,0.0,520.8692,2.0071309,0.007130924,524.37805,3.5,3.5088727,0.008872812,524.39307,1.0006394,0.00063945097,525.3937,8.532997,525.39484,got here,532.4109,7.0,7.0160456,0.016045403
43,43,$5.00 ,($8.13),$0.00 ,won,$5.00 ,3,3,2,0,1.0,42.0,532.42456,999.0,534.4407,536.4393,2.0161574,0.016157389,0.0,536.4472,2.0064943,0.006494182,541.45557,5.0,5.008392,0.008391985,541.47064,1.0013536,0.00135359,542.472,10.047455,542.4737,got here,545.48804,3.0,3.0143406,0.014340537
44,44,$5.00 ,($6.88),$0.00 ,won,$5.00 ,1.5,5,2,0,1.0,43.0,545.50116,999.0,547.50287,549.5048,2.0016773,0.001677372,0.0,549.5159,2.0130694,0.013069376,553.03894,3.5,3.5230222,0.023022104,553.0515,1.0007178,0.0007177738,554.05225,8.551077,554.0536,got here,559.0684,5.0,5.0148616,0.014861428
45,45,$4.00 ,($6.00),$0.00 ,lost,($6.00),3,1.5,2,0,1.0,44.0,559.0822,999.0,561.0835,563.0822,2.0012708,0.001270683,0.0,563.0872,2.0037541,0.003754171,568.10223,5.0,5.0149784,0.014978546,568.25195,1.0001289,0.00012887805,569.2521,10.16988,569.2544,got here,570.7735,1.5,1.5191092,0.0191093
46,46,$9.82 ,$0.00 ,$3.09 ,lost,$0.00 ,1.5,3,2,0,1.0,45.0,570.79395,999.0,572.80023,574.7973,2.0063097,0.006309839,0.0,574.80273,2.0024786,0.002478536,578.3156,3.5,3.5128756,0.012875623,578.3279,1.0007018,0.0007018382,579.3286,8.534663,579.3304,got here,582.3468,3.0,3.0163891,0.016389119
47,47,$8.49 ,$0.00 ,$3.76 ,won,$8.49 ,1.5,1.5,2,0,1.0,46.0,582.3629,999.0,584.37714,586.377,2.014238,0.014238168,0.0,586.3869,2.0097685,0.009768408,589.8935,3.5,3.506584,0.006583978,589.909,1.0006797,0.000679753,590.9097,8.546794,590.9125,got here,592.42596,1.5,1.5134692,0.013469169
48,48,$13.25 ,$0.00 ,$9.37 ,won,$13.25 ,1.5,7,2,0,1.0,47.0,592.4406,999.0,594.4408,596.44354,2.0001755,0.00017546909,0.0,596.45215,2.0113373,0.011337267,599.9597,3.5,3.5075912,0.007591148,599.9738,1.0007685,0.0007685998,600.9746,8.533989,600.9769,got here,607.99023,7.0,7.0133243,0.013324084
49,49,$8.00 ,($7.00),$0.00 ,lost,($7.00),5,1.5,2,0,1.0,48.0,608.00586,999.0,610.02045,612.00745,2.014575,0.0145751,0.0,612.0148,1.9943334,-0.005666622,619.0214,7.0,7.006678,0.006678287,619.0396,1.0002174,0.00021743006,620.03986,12.03399,620.04114,got here,621.5558,1.5,1.5146481,0.014648037
50,50,$16.79 ,$0.00 ,$7.60 ,lost,$0.00 ,3,1.5,2,0,1.0,49.0,621.5724,999.0,623.58765,625.5832,2.015212,0.015212024,0.0,625.5941,2.006479,0.006478912,630.6017,5.0,5.0075912,0.007591189,630.61566,1.0002404,0.00024040788,631.6159,10.043486,631.6176,got here,633.1244,1.5,1.5067487,0.0067486838
51,51,$2.00 ,($1.25),$0.00 ,lost,($1.25),1.5,7,2,0,1.0,50.0,633.14075,999.0,635.1414,637.1443,2.0006275,0.00062757195,0.0,637.15466,2.0133035,0.013303471,640.6948,3.5,3.5401511,0.040151,640.7297,1.0010893,0.001089304,641.7308,8.590032,641.73303,got here,648.7442,7.0,7.0111766,0.011176384
52,52,$15.28 ,$0.00 ,$8.36 ,won,$15.28 ,3,1.5,2,0,1.0,51.0,648.7615,999.0,650.7763,652.77466,2.014797,0.014797052,0.0,652.7821,2.0058284,0.0058283387,657.7916,5.0,5.0095077,0.009507701,657.8075,1.0007542,0.000754243,658.8082,10.046746,658.81006,got here,660.32404,1.5,1.5140007,0.014000625
53,53,$5.00 ,($0.63),$0.00 ,won,$5.00 ,1.5,7,2,0,1.0,52.0,660.3405,999.0,662.3557,664.3563,2.0152266,0.01522656,0.0,664.3658,2.0100937,0.010093804,667.8738,3.5,3.5079575,0.007957414,667.8882,1.0002811,0.00028110808,668.8884,8.547952,668.8897,got here,675.9043,7.0,7.0146313,0.014631334
54,54,$9.00 ,($2.25),$0.00 ,lost,($2.25),1.5,1.5,2,0,1.0,53.0,675.92004,999.0,677.9222,679.92053,2.0020998,0.0020997191,0.0,679.9297,2.0075283,0.0075283973,683.4357,3.5,3.506074,0.00607401,683.4523,1.0011253,0.001125375,684.45337,8.533338,684.4547,got here,685.9707,1.5,1.5159965,0.015996456
55,55,$10.00 ,($8.75),$0.00 ,lost,($8.75),3,3,2,0,1.0,54.0,685.9859,999.0,687.987,689.9865,2.0010967,0.001096783,0.0,689.99194,2.004921,0.0049209343,695.0039,5.0,5.0119896,0.011989526,695.02203,1.0004772,0.00047717104,696.0225,10.036591,696.0263,got here,699.0515,3.0,3.025192,0.025192097
56,56,$15.86 ,$0.00 ,$8.07 ,lost,$0.00 ,3,3,2,0,1.0,55.0,699.0723,999.0,701.08655,703.0781,2.0142577,0.014257602,0.0,703.08777,2.00121,0.0012100069,708.09875,5.0,5.011007,0.01100689,708.1101,1.0003774,0.000377452,709.1105,10.0381565,709.1125,got here,712.12787,3.0,3.0153322,0.015332173
57,57,$26.76 ,$0.00 ,$10.62 ,lost,$0.00 ,5,1.5,2,0,1.0,56.0,712.1858,999.0,714.1921,716.19214,2.0063074,0.006307382,0.0,716.20276,2.010669,0.010668951,723.2084,7.0,7.0056524,0.005652202,723.2228,1.000157,0.0001570289,724.2229,12.037157,724.22504,got here,725.7391,1.5,1.5140665,0.014066501
58,58,$8.00 ,($5.00),$0.00 ,won,$8.00 ,1.5,5,2,0,1.0,57.0,725.7541,999.0,727.755,729.7554,2.000923,0.00092285103,0.0,729.764,2.0089183,0.00891817,733.27203,3.5,3.5080905,0.008090453,733.2867,1.0011153,0.0011152951,734.2878,8.53367,734.29016,got here,739.30414,5.0,5.013967,0.013967216
59,59,$7.36 ,$0.00 ,$4.32 ,won,$7.36 ,1.5,5,2,0,1.0,58.0,739.32007,999.0,741.3354,743.3351,2.0153217,0.0153216235,0.0,743.3446,2.009224,0.009223868,746.85236,3.5,3.5077312,0.007731203,746.8673,1.0011419,0.0011418541,747.86847,8.548399,747.8697,got here,752.8827,5.0,5.01299,0.012990162
60,60,$12.00 ,($3.00),$0.00 ,lost,($3.00),1.5,5,2,0,1.0,59.0,752.8976,999.0,754.89825,756.89795,2.0007174,0.00071736216,0.0,756.9031,2.0047736,0.004773669,760.4154,3.5,3.5123415,0.012341463,760.43,1.0011784,0.0011783689,761.4312,8.533633,761.43256,got here,766.44794,5.0,5.0153794,0.01537959
61,61,$9.00 ,($15.75),$0.00 ,won,$9.00 ,1.5,3,2,0,1.0,60.0,766.46234,999.0,768.465,770.47723,2.0026557,0.0026556512,0.0,770.48267,2.0176928,0.017692754,773.99365,3.5,3.5109437,0.0109436475,774.0106,1.0004877,0.000487681,775.0111,8.548785,775.01245,got here,778.0276,3.0,3.0151768,0.015176853
62,62,$12.00 ,($15.00),$0.00 ,lost,($15.00),1.5,1.5,2,0,1.0,61.0,778.0419,999.0,780.05835,782.0579,2.0164979,0.016497772,0.0,782.0651,2.006757,0.006757001,785.5751,3.5,3.5099714,0.009971355,785.5895,1.0003961,0.000396115,786.58984,8.548015,786.5912,got here,788.10675,1.5,1.515544,0.015544068
63,63,$8.00 ,($1.33),$0.00 ,won,$8.00 ,1.5,3,2,0,1.0,62.0,788.12103,999.0,790.12225,792.122,2.0012476,0.0012476731,0.0,792.1293,2.007011,0.0070110187,795.6371,3.5,3.5077858,0.00778568,795.65497,1.001207,0.0012069761,796.6562,8.535157,796.65753,got here,799.6706,3.0,3.0130556,0.013055477
64,64,$9.00 ,($0.75),$0.00 ,lost,($0.75),5,1.5,2,0,1.0,63.0,799.6843,999.0,801.6865,803.6849,2.002184,0.002183923,0.0,803.68994,2.0034258,0.0034259509,810.7016,7.0,7.0116434,0.011643599,810.7169,1.0002908,0.00029081013,811.7172,12.032899,811.7188,got here,813.2336,1.5,1.5147996,0.014799581
65,65,$22.47 ,$0.00 ,$12.76 ,won,$22.47 ,1.5,3,3,0,1.0,64.0,813.24854,999.0,815.2486,817.26355,2.0000572,5.7114987e-05,0.0,817.2687,2.0201342,0.02013414,820.78094,3.5,3.5122476,0.012247676,820.7975,1.0011218,0.0011217468,821.7986,8.550076,821.79987,got here,824.8144,3.0,3.0145133,0.014513236
66,66,$9.00 ,($9.00),$0.00 ,won,$9.00 ,3,1.5,3,0,1.0,65.0,824.8292,999.0,826.8298,828.8444,2.0005393,0.00053923787,0.0,828.8506,2.0208304,0.020830385,833.8612,5.0,5.01061,0.010610226,833.8771,1.0005344,0.00053443597,834.8776,10.04837,834.87885,got here,836.3976,1.5,1.5187852,0.01878529
67,67,$23.60 ,$0.00 ,$12.20 ,lost,$0.00 ,5,7,3,0,1.0,66.0,836.4138,999.0,838.42523,840.42523,2.0114346,0.011434438,0.0,840.43274,2.0075,0.007499815,847.4417,7.0,7.008948,0.008947741,847.45795,1.0010769,0.00107696,848.45905,12.045242,848.4604,got here,855.4725,7.0,7.0120564,0.012056572
68,68,$6.00 ,($3.00),$0.00 ,won,$6.00 ,1.5,3,3,0,1.0,67.0,855.48755,999.0,857.50336,859.5035,2.015823,0.015822774,0.0,859.51276,2.0093875,0.009387487,863.0201,3.5,3.5073617,0.0073616,863.0354,1.0012227,0.0012227299,864.0366,8.5491,864.03784,got here,867.05347,3.0,3.0156107,0.015610601
69,69,$25.76 ,$0.00 ,$11.12 ,lost,$0.00 ,1.5,3,3,0,1.0,68.0,867.06854,999.0,869.0844,871.08435,2.0158541,0.015854169,0.0,871.09357,2.0091887,0.009188611,874.6007,3.5,3.507152,0.007151978,874.61664,1.0012386,0.001238541,875.6179,8.549358,875.6192,got here,878.63245,3.0,3.013226,0.013226147
70,70,$5.00 ,($5.00),$0.00 ,lost,($5.00),1.5,5,3,0,1.0,69.0,878.64746,999.0,880.6489,882.6637,2.001471,0.001471095,0.0,882.6693,2.0203838,0.020383922,886.1799,3.5,3.5105493,0.010549209,886.19666,1.0009704,0.000970369,887.1976,8.550139,887.1988,got here,892.2144,5.0,5.015665,0.015665224
71,71,$18.65 ,$0.00 ,$6.68 ,lost,$0.00 ,1.5,3,3,0,1.0,70.0,892.22925,999.0,894.2449,896.2439,2.0156085,0.015608598,0.0,896.25165,2.006793,0.006793047,899.7615,3.5,3.5098135,0.00981359,899.7752,1.0002711,0.0002711101,900.77545,8.546188,900.7768,got here,903.7968,3.0,3.0199962,0.019996237
72,72,$4.00 ,($4.00),$0.00 ,lost,($4.00),3,5,3,0,1.0,71.0,903.8118,1.0,905.8242,906.6246,2.0124056,0.012405639,0.8003506,907.1308,1.3065418,-0.69345826,911.3414,4.1996493,4.210612,0.010962252,911.3582,1.0009118,0.0009118528,912.35913,8.547319,912.36035,got here,917.37335,5.0,5.013052,0.01305192
73,73,$8.00 ,($9.00),$0.00 ,lost,($9.00),5,1.5,3,0,1.0,72.0,917.3874,2.0,919.3875,919.91986,2.0001044,0.00010435702,0.5323475,920.4252,1.037673,-0.96232706,926.9056,6.4676523,6.4803886,0.012736406,926.91876,1.0002179,0.00021787104,927.91895,10.53156,927.92053,got here,929.4359,1.5,1.5153862,0.015386259
74,74,$10.00 ,($16.25),$0.00 ,lost,($16.25),1.5,7,3,0,1.0,73.0,929.4503,999.0,931.4514,933.4505,2.0010724,0.0010724908,0.0,933.4622,2.01083,0.010829994,936.9675,3.5,3.5052836,0.005283575,936.9828,1.0002866,0.00028663315,937.9831,8.532754,937.9843,got here,945.0006,7.0,7.0162716,0.016271625
75,75,$10.00 ,($1.25),$0.00 ,won,$10.00 ,1.5,1.5,3,0,1.0,74.0,945.0132,999.0,947.01495,949.02893,2.001728,0.001728077,0.0,949.03516,2.0202289,0.020228878,952.5464,3.5,3.511203,0.011203162,952.5621,1.0002979,0.00029789098,953.5624,8.549187,953.56384,got here,955.07825,1.5,1.5144516,0.014451576
