TrialNumber,Trial_num,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,Partner,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift
1,1,$2.00 ,($0.75),$0.00 ,won,$2.00 ,1.5,1.5,1,0,1.0,0.0,4.173595,2.0,6.181249,6.7949915,2.0076542,0.00765413,0.6137423,7.3005624,1.1193131,-0.8806869,10.199213,2.8862576,2.8986504,0.012392666,10.212798,1.000329,0.00032902882,11.213127,7.0395327,11.21472,got here,12.72844,1.5,1.5137198,0.0137197785
2,2,$5.00 ,($3.13),$0.00 ,lost,($3.13),1.5,1.5,1,0,1.0,1.0,12.744271,1.0,14.745022,15.429106,2.00075,0.0007500299,0.6840842,15.934218,1.1891967,-0.8108033,18.76045,2.8159158,2.8262317,0.010315852,18.777782,1.000292,0.00029197312,19.778074,7.0338025,19.779236,got here,21.29323,1.5,1.513995,0.013995084
3,3,$12.00 ,($9.00),$0.00 ,lost,($9.00),5,1.5,1,0,1.0,2.0,21.308777,2.0,23.324543,24.473986,2.0157657,0.015765768,1.1494424,24.979612,1.6550702,-0.34492987,30.841934,5.8505573,5.862322,0.011764227,30.857456,1.0003185,0.00031856587,31.857775,10.548998,31.859013,got here,33.37288,1.5,1.5138679,0.013867839
4,4,$7.81 ,$0.00 ,$4.10 ,lost,$0.00 ,5,3,1,0,1.0,3.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
5,5,$21.43 ,$0.00 ,$13.29 ,won,$21.43 ,1.5,1.5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
6,6,$8.80 ,$0.00 ,$3.60 ,lost,$0.00 ,5,3,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
7,7,$5.00 ,($1.88),$0.00 ,lost,($1.88),3,1.5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
8,8,$13.35 ,$0.00 ,$1.32 ,lost,$0.00 ,1.5,5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,9,$4.00 ,($7.00),$0.00 ,won,$4.00 ,1.5,3,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,$4.00 ,($2.00),$0.00 ,won,$4.00 ,1.5,7,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
