Analysis name: SLA_Madison																
Column conditions: None																
"Row conditions: Block, Procedure[Trial], Procedure[Block], SubTrial, Sex, Age, Procedure[SubTrial], Response.RESP, Response.RT, Running[SubTrial], GambleOutcome, GambleAmount, Amount1, Amount2, Certain"																
Statistics: BFBlockInstructions.RT:Mean																
Filters: None																
Data file: SLA_Empathy_v1-153-1																
File does not have data alterations.																
Block	Procedure[Trial]	Procedure[Block]	SubTrial	Sex	Age	Procedure[SubTrial]	Response.RESP	Response.RT	Running[SubTrial]	GambleOutcome	GambleAmount	Amount1	Amount2	Certain	Stats	
1	PracticeTrials	Instructions	1	female	19	PracticeMixed	NULL	NULL	List14	won	$5.00 	$5.00 	($3.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
1	PracticeTrials	Instructions	2	female	19	PracticeMixed	NULL	NULL	List14	lost	($2.00)	$4.00 	($2.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
1	PracticeTrials	Instructions	3	female	19	PracticeGain	NULL	NULL	List14	won	$7.00 	$7.00 	$0.00 	$2.00 	Mean BFBlockInstructions.RT	N/A
1	PracticeTrials	Instructions	4	female	19	PracticeGain	NULL	NULL	List14	lost	$0.00 	$8.00 	$0.00 	$4.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	1	female	19	LASelfGain	1	56	List4	won	$10.00 	$10.00 	$0.00 	$6.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	2	female	19	LASelfMixed		0	List4	lost	($15.75)	$9.00 	($15.75)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	3	female	19	LASelfMixed	1	539	List4	lost	($8.75)	$10.00 	($8.75)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	4	female	19	LASelfMixed		0	List4	won	$8.00 	$8.00 	($2.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	5	female	19	LASelfMixed	2	71	List4	lost	($12.00)	$6.00 	($12.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	6	female	19	LASelfMixed	2	828	List4	lost	($18.75)	$10.00 	($18.75)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	7	female	19	LASelfMixed	1	34	List4	won	$5.00 	$5.00 	($8.13)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	8	female	19	LASelfGain	1	167	List4	lost	$0.00 	$12.00 	$0.00 	$4.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	9	female	19	LASelfMixed	1	197	List4	won	$9.00 	$9.00 	($9.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	10	female	19	LASelfGain	2	106	List4	lost	$0.00 	$22.00 	$0.00 	$13.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	11	female	19	LASelfMixed	1	160	List4	lost	($7.00)	$8.00 	($7.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	12	female	19	LASelfMixed	2	326	List4	won	$4.00 	$4.00 	($8.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	13	female	19	LASelfGain	1	27	List4	won	$25.00 	$25.00 	$0.00 	$9.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	14	female	19	LASelfMixed	1	25	List4	lost	($3.75)	$2.00 	($3.75)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	15	female	19	LASelfMixed	1	286	List4	won	$2.00 	$2.00 	($1.25)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	16	female	19	LASelfMixed	2	124	List4	won	$6.00 	$6.00 	($9.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	17	female	19	LASelfGain	1	218	List4	won	$13.00 	$13.00 	$0.00 	$6.00 	Mean BFBlockInstructions.RT	N/A
2	Self1	SelfTask	18	female	19	LASelfMixed	2	48	List4	lost	($4.00)	$4.00 	($4.00)	$0.00 	Mean BFBlockInstructions.RT	N/A
