Subject,SubName,Condition,SNS,SubTrial,Sex,Age,TrialType,Response,RT,RealOutcome,ScheduledOutcome,GambleAmount,Amount1,Amount2,Certain,Include,IRI_Total,IRI_EC,IRI_PT,IRI_distress,IRI_fantasy,MPSS_Total,MPSS_friend,RSE
14,166,1,1,22,1,18,1,0,1148,3,0,-15,12,-15,0,1,,,,,,,,
14,166,1,1,23,1,18,0,0,312,3,1,22,22,0,10,1,,,,,,,,
14,166,1,1,24,1,18,0,1,391,0,0,0,30,0,12,1,,,,,,,,
14,166,1,1,25,1,18,1,0,277,3,0,-2,4,-2,0,1,,,,,,,,
14,166,1,1,26,1,18,1,0,578,3,1,6,6,-4.5,0,1,,,,,,,,
14,166,1,1,27,1,18,1,0,408,3,0,-6,6,-6,0,1,,,,,,,,
14,166,1,1,28,1,18,1,0,998,3,1,6,6,-10.5,0,1,,,,,,,,
14,166,1,1,29,1,18,0,0,1450,3,0,0,8,0,3,1,,,,,,,,
14,166,1,1,30,1,18,1,0,1648,3,1,12,12,-6,0,1,,,,,,,,
14,166,1,1,1,1,18,1,0,332,3,1,12,12,-21,0,1,,,,,,,,
14,166,1,1,2,1,18,0,0,122,3,0,0,28,0,13,1,,,,,,,,
14,166,1,1,3,1,18,1,,,,1,6,6,-1.5,0,1,,,,,,,,
14,166,1,1,4,1,18,1,0,389,3,0,-11,8,-11,0,1,,,,,,,,
14,166,1,1,5,1,18,1,0,930,3,0,-3,6,-3,0,1,,,,,,,,
14,166,1,1,6,1,18,0,0,839,3,1,25,25,0,10,1,,,,,,,,
14,166,1,1,7,1,18,1,0,709,3,0,-11.25,10,-11.25,0,1,,,,,,,,
14,166,1,1,8,1,18,1,0,651,3,0,-1.88,5,-1.88,0,1,,,,,,,,
14,166,1,1,9,1,18,1,0,1570,3,1,5,5,-2.5,0,1,,,,,,,,
14,166,1,1,10,1,18,1,0,95,3,0,-13.5,9,-13.5,0,1,,,,,,,,
14,166,1,1,11,1,18,0,0,557,3,1,19,19,0,8,1,,,,,,,,
14,166,1,1,12,1,18,1,,,,1,9,9,-2.25,0,1,,,,,,,,
14,166,1,1,13,1,18,1,0,311,3,0,-2.75,2,-2.75,0,1,,,,,,,,
14,166,1,1,14,1,18,1,1,501,1,1,10,10,-6.25,0,1,,,,,,,,
14,166,1,1,15,1,18,1,0,395,3,1,4,4,-6,0,1,,,,,,,,
14,166,1,1,16,1,18,1,0,297,3,0,-3,12,-3,0,1,,,,,,,,
14,166,1,1,17,1,18,1,0,719,3,1,10,10,-16.25,0,1,,,,,,,,
14,166,1,1,18,1,18,0,0,813,3,0,0,12,0,5,1,,,,,,,,
14,166,1,1,19,1,18,1,0,337,3,0,-11.25,9,-11.25,0,1,,,,,,,,
14,166,1,1,20,1,18,1,0,351,3,1,4,4,-3,0,1,,,,,,,,
14,166,1,1,21,1,18,1,0,364,3,1,5,5,-6.88,0,1,,,,,,,,
14,166,1,1,22,1,18,1,0,314,3,0,-6.75,9,-6.75,0,1,,,,,,,,
14,166,1,1,23,1,18,1,0,384,3,0,-12,12,-12,0,1,,,,,,,,
14,166,1,1,24,1,18,1,0,422,3,1,2,2,-1.75,0,1,,,,,,,,
14,166,1,1,25,1,18,0,0,346,3,0,0,5,0,3,1,,,,,,,,
14,166,1,1,26,1,18,0,0,344,3,1,5,5,0,2,1,,,,,,,,
14,166,1,1,27,1,18,0,0,293,3,0,0,26,0,10,1,,,,,,,,
14,166,1,1,28,1,18,1,,,,0,-5.63,5,-5.63,0,1,,,,,,,,
14,166,1,1,29,1,18,1,0,328,3,1,6,6,-7.5,0,1,,,,,,,,
14,166,1,1,30,1,18,1,0,430,3,1,8,8,-3,0,1,,,,,,,,
15,167,0,0,1,1,19,0,0,427,3,1,10,10,0,6,1,,,,,,,,
15,167,0,0,2,1,19,1,1,313,0,0,-15.75,9,-15.75,0,1,,,,,,,,
15,167,0,0,3,1,19,1,0,926,3,0,-8.75,10,-8.75,0,1,,,,,,,,
15,167,0,0,4,1,19,1,1,348,1,1,8,8,-2,0,1,,,,,,,,
15,167,0,0,5,1,19,1,0,434,3,0,-12,6,-12,0,1,,,,,,,,
15,167,0,0,6,1,19,1,0,48,3,0,-18.75,10,-18.75,0,1,,,,,,,,
15,167,0,0,7,1,19,1,,,,1,5,5,-8.13,0,1,,,,,,,,
15,167,0,0,8,1,19,0,1,755,0,0,0,12,0,4,1,,,,,,,,
15,167,0,0,9,1,19,1,,,,1,9,9,-9,0,1,,,,,,,,
15,167,0,0,10,1,19,0,1,462,0,0,0,22,0,13,1,,,,,,,,
15,167,0,0,11,1,19,1,1,963,0,0,-7,8,-7,0,1,,,,,,,,
15,167,0,0,12,1,19,1,,,,1,4,4,-8,0,1,,,,,,,,
15,167,0,0,13,1,19,0,1,974,1,1,25,25,0,9,1,,,,,,,,
15,167,0,0,14,1,19,1,0,171,3,0,-3.75,2,-3.75,0,1,,,,,,,,
15,167,0,0,15,1,19,1,1,57,1,1,2,2,-1.25,0,1,,,,,,,,
15,167,0,0,16,1,19,1,,,,1,6,6,-9,0,1,,,,,,,,
15,167,0,0,17,1,19,0,1,188,1,1,13,13,0,6,1,,,,,,,,
15,167,0,0,18,1,19,1,0,202,3,0,-4,4,-4,0,1,,,,,,,,
15,167,0,0,19,1,19,0,1,32,1,1,7,7,0,3,1,,,,,,,,
15,167,0,0,20,1,19,0,1,69,1,1,3.25,3.25,0,1,1,,,,,,,,
15,167,0,0,21,1,19,1,0,130,3,1,4,4,-1,0,1,,,,,,,,
15,167,0,0,22,1,19,0,1,144,0,0,0,8,0,4.25,1,,,,,,,,
15,167,0,0,23,1,19,0,1,30,0,0,0,17,0,9,1,,,,,,,,
15,167,0,0,24,1,19,1,0,156,3,1,12,12,-18,0,1,,,,,,,,
15,167,0,0,25,1,19,1,1,250,0,0,-5,5,-5,0,1,,,,,,,,
15,167,0,0,26,1,19,0,1,175,1,1,4,4,0,2.25,1,,,,,,,,
15,167,0,0,27,1,19,1,0,477,3,0,-9,12,-9,0,1,,,,,,,,
15,167,0,0,28,1,19,1,0,202,3,1,8,8,-9,0,1,,,,,,,,
15,167,0,0,29,1,19,1,0,328,3,0,-4.38,5,-4.38,0,1,,,,,,,,
15,167,0,0,30,1,19,1,0,669,3,0,-13,8,-13,0,1,,,,,,,,
15,167,0,0,1,1,19,1,0,364,3,0,-2.25,2,-2.25,0,1,,,,,,,,
15,167,0,0,2,1,19,1,1,58,1,1,6,6,-4.5,0,1,,,,,,,,
15,167,0,0,3,1,19,1,0,688,3,1,2,2,-3.25,0,1,,,,,,,,
15,167,0,0,4,1,19,0,1,381,0,0,0,22,0,10,1,,,,,,,,
15,167,0,0,5,1,19,1,0,259,3,1,9,9,-4.5,0,1,,,,,,,,
15,167,0,0,6,1,19,0,1,288,1,1,17,17,0,10,1,,,,,,,,
15,167,0,0,7,1,19,0,1,62,1,1,4,4,0,2,1,,,,,,,,
15,167,0,0,8,1,19,1,0,83,3,0,-2,4,-2,0,1,,,,,,,,
15,167,0,0,9,1,19,0,1,1185,1,1,11,11,0,6,1,,,,,,,,
15,167,0,0,10,1,19,0,1,1015,0,0,0,7,0,4,1,,,,,,,,
15,167,0,0,11,1,19,1,1,835,0,0,-3.75,10,-3.75,0,1,,,,,,,,
15,167,0,0,12,1,19,1,0,138,3,1,12,12,-24,0,1,,,,,,,,
15,167,0,0,13,1,19,1,0,615,3,0,-10.5,6,-10.5,0,1,,,,,,,,
15,167,0,0,14,1,19,1,0,309,3,0,-9.38,5,-9.38,0,1,,,,,,,,
15,167,0,0,15,1,19,1,0,90,3,1,8,8,-5,0,1,,,,,,,,
15,167,0,0,16,1,19,1,1,232,1,1,5,5,-3.13,0,1,,,,,,,,
15,167,0,0,17,1,19,0,1,286,0,0,0,30,0,12,1,,,,,,,,
15,167,0,0,18,1,19,1,,,,1,4,4,-7,0,1,,,,,,,,
15,167,0,0,19,1,19,1,0,369,3,1,10,10,-13.75,0,1,,,,,,,,
15,167,0,0,20,1,19,1,1,118,0,0,-15,8,-15,0,1,,,,,,,,
15,167,0,0,21,1,19,0,1,316,1,1,24,24,0,12,1,,,,,,,,
15,167,0,0,22,1,19,1,0,426,3,0,-15,12,-15,0,1,,,,,,,,
15,167,0,0,23,1,19,1,0,159,3,0,-18,9,-18,0,1,,,,,,,,
15,167,0,0,24,1,19,0,1,245,1,1,13,13,0,5,1,,,,,,,,
15,167,0,0,25,1,19,1,0,530,3,1,2,2,-0.75,0,1,,,,,,,,
15,167,0,0,26,1,19,1,1,272,0,0,-6,12,-6,0,1,,,,,,,,
15,167,0,0,27,1,19,0,1,581,0,0,0,8,0,3,1,,,,,,,,
15,167,0,0,28,1,19,1,0,347,3,1,8,8,-6,0,1,,,,,,,,
15,167,0,0,29,1,19,1,0,329,3,0,-5,4,-5,0,1,,,,,,,,
15,167,0,0,30,1,19,1,1,430,0,0,-6,6,-6,0,1,,,,,,,,
15,167,0,0,1,1,19,1,0,335,3,1,9,9,-11.25,0,1,,,,,,,,
15,167,0,0,2,1,19,1,0,205,3,1,12,12,-21,0,1,,,,,,,,
15,167,0,0,3,1,19,1,1,450,1,1,5,5,-6.88,0,1,,,,,,,,
15,167,0,0,4,1,19,1,1,544,0,0,-3,12,-3,0,1,,,,,,,,
15,167,0,0,5,1,19,0,1,254,1,1,5,5,0,2,1,,,,,,,,
15,167,0,0,6,1,19,1,0,812,3,0,-6.75,9,-6.75,0,1,,,,,,,,
15,167,0,0,7,1,19,0,1,98,0,0,0,26,0,10,1,,,,,,,,
15,167,0,0,8,1,19,1,1,311,1,1,8,8,-3,0,1,,,,,,,,
15,167,0,0,9,1,19,0,1,164,1,1,19,19,0,8,1,,,,,,,,
15,167,0,0,10,1,19,0,1,194,0,0,0,25,0,10,1,,,,,,,,
15,167,0,0,11,1,19,1,0,479,3,0,-1.88,5,-1.88,0,1,,,,,,,,
15,167,0,0,12,1,19,1,0,437,3,0,-2.75,2,-2.75,0,1,,,,,,,,
15,167,0,0,13,1,19,1,1,291,1,1,2,2,-1.75,0,1,,,,,,,,
15,167,0,0,14,1,19,1,0,161,3,0,-11.25,10,-11.25,0,1,,,,,,,,
15,167,0,0,15,1,19,0,1,534,0,0,0,5,0,3,1,,,,,,,,
15,167,0,0,16,1,19,1,1,316,1,1,9,9,-2.25,0,1,,,,,,,,
15,167,0,0,17,1,19,1,0,522,3,0,-11,8,-11,0,1,,,,,,,,
15,167,0,0,18,1,19,1,1,583,1,1,4,4,-3,0,1,,,,,,,,
15,167,0,0,19,1,19,1,1,12,1,1,6,6,-1.5,0,1,,,,,,,,
15,167,0,0,20,1,19,1,0,394,3,0,-13.5,9,-13.5,0,1,,,,,,,,
15,167,0,0,21,1,19,1,0,864,3,0,-5.63,5,-5.63,0,1,,,,,,,,
15,167,0,0,22,1,19,1,1,133,0,0,-3,6,-3,0,1,,,,,,,,
15,167,0,0,23,1,19,1,0,99,3,1,10,10,-16.25,0,1,,,,,,,,
15,167,0,0,24,1,19,1,0,424,3,1,5,5,-2.5,0,1,,,,,,,,
15,167,0,0,25,1,19,0,1,590,0,0,0,28,0,13,1,,,,,,,,
15,167,0,0,26,1,19,1,,,,1,10,10,-6.25,0,1,,,,,,,,
15,167,0,0,27,1,19,0,1,553,0,0,0,12,0,5,1,,,,,,,,
15,167,0,0,28,1,19,1,1,208,0,0,-12,12,-12,0,1,,,,,,,,
15,167,0,0,29,1,19,1,0,373,3,1,4,4,-6,0,1,,,,,,,,
15,167,0,0,30,1,19,1,0,442,3,1,6,6,-7.5,0,1,,,,,,,,
15,167,-1,1,1,1,19,1,0,539,3,1,8,8,-9,0,1,,,,,,,,
15,167,-1,1,2,1,19,1,1,265,0,0,-3.75,2,-3.75,0,1,,,,,,,,
15,167,-1,1,3,1,19,0,1,614,1,1,12,12,0,4,1,,,,,,,,
15,167,-1,1,4,1,19,0,1,300,0,0,0,22,0,13,1,,,,,,,,
15,167,-1,1,5,1,19,1,0,417,3,0,-4.38,5,-4.38,0,1,,,,,,,,
15,167,-1,1,6,1,19,1,0,583,3,0,-18.75,10,-18.75,0,1,,,,,,,,
15,167,-1,1,7,1,19,1,1,389,1,1,9,9,-9,0,1,,,,,,,,
15,167,-1,1,8,1,19,1,1,163,0,0,-1.25,2,-1.25,0,1,,,,,,,,
15,167,-1,1,9,1,19,1,1,217,1,1,4,4,-1,0,1,,,,,,,,
15,167,-1,1,10,1,19,1,0,149,3,0,-13,8,-13,0,1,,,,,,,,
15,167,-1,1,11,1,19,1,1,387,1,1,8,8,-2,0,1,,,,,,,,
15,167,-1,1,12,1,19,1,0,440,3,0,-12,6,-12,0,1,,,,,,,,
15,167,-1,1,13,1,19,1,1,46,0,0,-9,12,-9,0,1,,,,,,,,
15,167,-1,1,14,1,19,1,0,139,3,1,6,6,-9,0,1,,,,,,,,
15,167,-1,1,15,1,19,0,1,129,1,1,3.25,3.25,0,1,1,,,,,,,,
15,167,-1,1,16,1,19,0,1,54,1,1,7,7,0,3,1,,,,,,,,
15,167,-1,1,17,1,19,1,0,323,3,0,-7,8,-7,0,1,,,,,,,,
15,167,-1,1,18,1,19,0,1,393,1,1,25,25,0,9,1,,,,,,,,
15,167,-1,1,19,1,19,0,1,566,0,0,0,8,0,4.25,1,,,,,,,,
15,167,-1,1,20,1,19,1,0,276,3,0,-8.75,10,-8.75,0,1,,,,,,,,
15,167,-1,1,21,1,19,1,0,329,3,1,4,4,-8,0,1,,,,,,,,
15,167,-1,1,22,1,19,0,1,304,0,0,0,17,0,9,1,,,,,,,,
15,167,-1,1,23,1,19,1,0,373,3,1,12,12,-18,0,1,,,,,,,,
15,167,-1,1,24,1,19,0,1,3,1,1,10,10,0,6,1,,,,,,,,
15,167,-1,1,25,1,19,0,1,353,0,0,0,13,0,6,1,,,,,,,,
15,167,-1,1,26,1,19,1,0,294,3,0,-15.75,9,-15.75,0,1,,,,,,,,
15,167,-1,1,27,1,19,1,0,276,3,1,5,5,-8.13,0,1,,,,,,,,
15,167,-1,1,28,1,19,1,1,450,1,1,4,4,-4,0,1,,,,,,,,
15,167,-1,1,29,1,19,0,1,216,1,1,4,4,0,2.25,1,,,,,,,,
15,167,-1,1,30,1,19,1,1,77,0,0,-5,5,-5,0,1,,,,,,,,
15,167,-1,1,1,1,19,0,1,45,0,0,0,30,0,12,1,,,,,,,,
15,167,-1,1,2,1,19,1,1,771,0,0,-6,12,-6,0,1,,,,,,,,
15,167,-1,1,3,1,19,1,0,737,3,1,4,4,-5,0,1,,,,,,,,
15,167,-1,1,4,1,19,0,1,151,0,0,0,17,0,10,1,,,,,,,,
15,167,-1,1,5,1,19,1,0,76,3,1,2,2,-3.25,0,1,,,,,,,,
15,167,-1,1,6,1,19,1,0,25,3,0,-6,6,-6,0,1,,,,,,,,
15,167,-1,1,7,1,19,1,0,302,3,1,6,6,-4.5,0,1,,,,,,,,
15,167,-1,1,8,1,19,1,1,68,0,0,-2,4,-2,0,1,,,,,,,,
15,167,-1,1,9,1,19,0,1,58,1,1,4,4,0,2,1,,,,,,,,
15,167,-1,1,10,1,19,1,0,736,3,1,9,9,-4.5,0,1,,,,,,,,
15,167,-1,1,11,1,19,1,0,301,3,0,-24,12,-24,0,1,,,,,,,,
15,167,-1,1,12,1,19,0,1,179,1,1,22,22,0,10,1,,,,,,,,
15,167,-1,1,13,1,19,1,0,184,3,1,4,4,-7,0,1,,,,,,,,
15,167,-1,1,14,1,19,1,1,229,1,1,2,2,-0.75,0,1,,,,,,,,
15,167,-1,1,15,1,19,1,1,1171,0,0,-2.25,2,-2.25,0,1,,,,,,,,
15,167,-1,1,16,1,19,1,0,226,3,0,-9.38,5,-9.38,0,1,,,,,,,,
15,167,-1,1,17,1,19,1,0,295,3,0,-15,8,-15,0,1,,,,,,,,
15,167,-1,1,18,1,19,1,0,261,3,1,8,8,-5,0,1,,,,,,,,
15,167,-1,1,19,1,19,1,0,83,3,1,10,10,-13.75,0,1,,,,,,,,
15,167,-1,1,20,1,19,0,1,488,0,0,0,8,0,3,1,,,,,,,,
15,167,-1,1,21,1,19,1,1,558,1,1,8,8,-6,0,1,,,,,,,,
15,167,-1,1,22,1,19,0,,,,1,13,13,0,5,1,,,,,,,,
15,167,-1,1,23,1,19,0,1,153,1,1,24,24,0,12,1,,,,,,,,
15,167,-1,1,24,1,19,1,0,175,3,0,-18,9,-18,0,1,,,,,,,,
15,167,-1,1,25,1,19,0,1,157,0,0,0,7,0,4,1,,,,,,,,
15,167,-1,1,26,1,19,1,1,226,0,0,-3.75,10,-3.75,0,1,,,,,,,,
15,167,-1,1,27,1,19,1,1,95,1,1,5,5,-3.13,0,1,,,,,,,,
15,167,-1,1,28,1,19,1,0,52,3,0,-15,12,-15,0,1,,,,,,,,
15,167,-1,1,29,1,19,1,0,322,3,0,-10.5,6,-10.5,0,1,,,,,,,,
15,167,-1,1,30,1,19,0,0,1248,3,1,11,11,0,6,1,,,,,,,,
15,167,-1,1,1,1,19,1,0,470,3,1,9,9,-11.25,0,1,,,,,,,,
15,167,-1,1,2,1,19,1,0,348,3,1,6,6,-7.5,0,1,,,,,,,,
15,167,-1,1,3,1,19,1,0,704,3,0,-21,12,-21,0,1,,,,,,,,
15,167,-1,1,4,1,19,0,1,390,1,1,19,19,0,8,1,,,,,,,,
15,167,-1,1,5,1,19,0,1,1331,0,0,0,12,0,5,1,,,,,,,,
15,167,-1,1,6,1,19,1,0,218,3,0,-13.5,9,-13.5,0,1,,,,,,,,
15,167,-1,1,7,1,19,1,0,103,3,1,10,10,-16.25,0,1,,,,,,,,
15,167,-1,1,8,1,19,1,0,501,3,0,-3,6,-3,0,1,,,,,,,,
15,167,-1,1,9,1,19,1,0,2,3,0,-12,12,-12,0,1,,,,,,,,
15,167,-1,1,10,1,19,1,0,55,3,1,5,5,-6.88,0,1,,,,,,,,
15,167,-1,1,11,1,19,1,0,157,3,0,-2.75,2,-2.75,0,1,,,,,,,,
15,167,-1,1,12,1,19,1,1,274,0,0,-3,12,-3,0,1,,,,,,,,
15,167,-1,1,13,1,19,1,0,448,3,1,5,5,-2.5,0,1,,,,,,,,
15,167,-1,1,14,1,19,1,1,181,0,0,-5.63,5,-5.63,0,1,,,,,,,,
15,167,-1,1,15,1,19,1,0,123,3,0,-3,4,-3,0,1,,,,,,,,
15,167,-1,1,16,1,19,1,0,41,3,1,4,4,-6,0,1,,,,,,,,
15,167,-1,1,17,1,19,0,1,734,1,1,5,5,0,2,1,,,,,,,,
15,167,-1,1,18,1,19,1,1,404,1,1,9,9,-2.25,0,1,,,,,,,,
15,167,-1,1,19,1,19,0,1,186,0,0,0,26,0,10,1,,,,,,,,
15,167,-1,1,20,1,19,1,1,312,1,1,6,6,-1.5,0,1,,,,,,,,
15,167,-1,1,21,1,19,1,1,174,1,1,10,10,-6.25,0,1,,,,,,,,
15,167,-1,1,22,1,19,1,0,476,3,0,-6.75,9,-6.75,0,1,,,,,,,,
15,167,-1,1,23,1,19,1,1,233,1,1,8,8,-3,0,1,,,,,,,,
15,167,-1,1,24,1,19,1,0,62,3,0,-11.25,10,-11.25,0,1,,,,,,,,
15,167,-1,1,25,1,19,0,0,483,3,1,5,5,0,3,1,,,,,,,,
15,167,-1,1,26,1,19,1,0,401,3,1,2,2,-1.75,0,1,,,,,,,,
15,167,-1,1,27,1,19,0,1,159,0,0,0,28,0,13,1,,,,,,,,
15,167,-1,1,28,1,19,1,0,125,3,1,8,8,-11,0,1,,,,,,,,
15,167,-1,1,29,1,19,0,1,571,0,0,0,25,0,10,1,,,,,,,,
15,167,-1,1,30,1,19,1,1,153,0,0,-1.88,5,-1.88,0,1,,,,,,,,
15,167,1,1,1,1,19,1,0,361,3,0,-3.75,2,-3.75,0,1,,,,,,,,
15,167,1,1,2,1,19,0,1,231,1,1,17,17,0,9,1,,,,,,,,
15,167,1,1,3,1,19,1,0,212,3,0,-15.75,9,-15.75,0,1,,,,,,,,
15,167,1,1,4,1,19,1,0,170,3,0,-8.75,10,-8.75,0,1,,,,,,,,
15,167,1,1,5,1,19,0,1,240,1,1,3.25,3.25,0,1,1,,,,,,,,
15,167,1,1,6,1,19,1,0,301,3,0,-12,6,-12,0,1,,,,,,,,
15,167,1,1,7,1,19,1,0,259,3,1,6,6,-9,0,1,,,,,,,,
15,167,1,1,8,1,19,1,0,16,3,1,12,12,-18,0,1,,,,,,,,
15,167,1,1,9,1,19,1,1,1990,1,1,9,9,-9,0,1,,,,,,,,
15,167,1,1,10,1,19,0,1,4,0,0,0,13,0,6,1,,,,,,,,
15,167,1,1,11,1,19,0,1,377,0,0,0,22,0,13,1,,,,,,,,
15,167,1,1,12,1,19,0,1,143,1,1,7,7,0,3,1,,,,,,,,
15,167,1,1,13,1,19,1,0,213,3,1,5,5,-5,0,1,,,,,,,,
15,167,1,1,14,1,19,1,0,66,3,0,-9,12,-9,0,1,,,,,,,,
15,167,1,1,15,1,19,1,1,263,1,1,4,4,-4,0,1,,,,,,,,
15,167,1,1,16,1,19,0,1,277,0,0,0,8,0,4.25,1,,,,,,,,
15,167,1,1,17,1,19,0,1,146,1,1,10,10,0,6,1,,,,,,,,
15,167,1,1,18,1,19,1,0,80,3,0,-13,8,-13,0,1,,,,,,,,
15,167,1,1,19,1,19,0,1,38,0,0,0,25,0,9,1,,,,,,,,
15,167,1,1,20,1,19,1,0,92,3,1,4,4,-8,0,1,,,,,,,,
15,167,1,1,21,1,19,1,0,1,3,0,-1.25,2,-1.25,0,1,,,,,,,,
15,167,1,1,22,1,19,1,1,799,1,1,4,4,-1,0,1,,,,,,,,
15,167,1,1,23,1,19,1,0,180,3,1,8,8,-9,0,1,,,,,,,,
15,167,1,1,24,1,19,1,0,65,3,0,-18.75,10,-18.75,0,1,,,,,,,,
15,167,1,1,25,1,19,0,1,808,0,0,0,12,0,4,1,,,,,,,,
15,167,1,1,26,1,19,1,1,246,1,1,8,8,-2,0,1,,,,,,,,
15,167,1,1,27,1,19,1,0,316,3,0,-7,8,-7,0,1,,,,,,,,
15,167,1,1,28,1,19,0,0,73,3,1,4,4,0,2.25,1,,,,,,,,
15,167,1,1,29,1,19,1,0,207,3,1,5,5,-8.13,0,1,,,,,,,,
15,167,1,1,30,1,19,1,0,276,3,0,-4.38,5,-4.38,0,1,,,,,,,,
15,167,1,1,1,1,19,0,0,71,3,0,0,17,0,10,1,,,,,,,,
15,167,1,1,2,1,19,1,0,533,3,1,5,5,-3.13,0,1,,,,,,,,
15,167,1,1,3,1,19,1,0,459,3,1,9,9,-4.5,0,1,,,,,,,,
15,167,1,1,4,1,19,1,0,177,3,0,-9.38,5,-9.38,0,1,,,,,,,,
15,167,1,1,5,1,19,1,0,22,3,0,-18,9,-18,0,1,,,,,,,,
15,167,1,1,6,1,19,1,0,107,3,1,2,2,-3.25,0,1,,,,,,,,
15,167,1,1,7,1,19,0,0,185,3,0,0,7,0,4,1,,,,,,,,
15,167,1,1,8,1,19,1,1,366,0,0,-3.75,10,-3.75,0,1,,,,,,,,
15,167,1,1,9,1,19,1,0,244,3,1,12,12,-24,0,1,,,,,,,,
15,167,1,1,10,1,19,1,0,314,3,1,4,4,-7,0,1,,,,,,,,
15,167,1,1,11,1,19,0,0,304,3,0,0,11,0,6,1,,,,,,,,
15,167,1,1,12,1,19,1,0,22,3,0,-13.75,10,-13.75,0,1,,,,,,,,
15,167,1,1,13,1,19,1,,,,1,2,2,-0.75,0,1,,,,,,,,
15,167,1,1,14,1,19,1,1,89,1,1,8,8,-5,0,1,,,,,,,,
15,167,1,1,15,1,19,1,0,246,3,0,-15,8,-15,0,1,,,,,,,,
15,167,1,1,16,1,19,1,0,99,3,0,-5,4,-5,0,1,,,,,,,,
15,167,1,1,17,1,19,0,1,289,1,1,13,13,0,5,1,,,,,,,,
15,167,1,1,18,1,19,1,0,199,3,0,-2.25,2,-2.25,0,1,,,,,,,,
15,167,1,1,19,1,19,1,0,660,3,1,8,8,-6,0,1,,,,,,,,
15,167,1,1,20,1,19,0,1,418,1,1,4,4,0,2,1,,,,,,,,
15,167,1,1,21,1,19,0,1,479,1,1,24,24,0,12,1,,,,,,,,
15,167,1,1,22,1,19,1,0,132,3,0,-15,12,-15,0,1,,,,,,,,
15,167,1,1,23,1,19,0,1,186,1,1,22,22,0,10,1,,,,,,,,
15,167,1,1,24,1,19,0,0,184,3,0,0,30,0,12,1,,,,,,,,
15,167,1,1,25,1,19,1,1,166,0,0,-2,4,-2,0,1,,,,,,,,
15,167,1,1,26,1,19,1,0,355,3,1,6,6,-4.5,0,1,,,,,,,,
15,167,1,1,27,1,19,1,0,305,3,0,-6,6,-6,0,1,,,,,,,,
15,167,1,1,28,1,19,1,0,69,3,1,6,6,-10.5,0,1,,,,,,,,
15,167,1,1,29,1,19,0,,,,0,0,8,0,3,1,,,,,,,,
15,167,1,1,30,1,19,1,1,65,1,1,12,12,-6,0,1,,,,,,,,
15,167,1,1,1,1,19,1,0,163,3,1,12,12,-21,0,1,,,,,,,,
15,167,1,1,2,1,19,0,0,9,3,0,0,28,0,13,1,,,,,,,,
15,167,1,1,3,1,19,1,1,886,1,1,6,6,-1.5,0,1,,,,,,,,
15,167,1,1,4,1,19,1,0,67,3,0,-11,8,-11,0,1,,,,,,,,
15,167,1,1,5,1,19,1,1,289,0,0,-3,6,-3,0,1,,,,,,,,
15,167,1,1,6,1,19,0,1,166,1,1,25,25,0,10,1,,,,,,,,
15,167,1,1,7,1,19,1,0,180,3,0,-11.25,10,-11.25,0,1,,,,,,,,
15,167,1,1,8,1,19,1,1,651,0,0,-1.88,5,-1.88,0,1,,,,,,,,
15,167,1,1,9,1,19,1,1,296,1,1,5,5,-2.5,0,1,,,,,,,,
15,167,1,1,10,1,19,1,1,1102,0,0,-13.5,9,-13.5,0,1,,,,,,,,
15,167,1,1,11,1,19,0,1,60,1,1,19,19,0,8,1,,,,,,,,
15,167,1,1,12,1,19,1,0,393,3,1,9,9,-2.25,0,1,,,,,,,,
15,167,1,1,13,1,19,1,0,14,3,0,-2.75,2,-2.75,0,1,,,,,,,,
15,167,1,1,14,1,19,1,,,,1,10,10,-6.25,0,1,,,,,,,,
15,167,1,1,15,1,19,1,0,66,3,1,4,4,-6,0,1,,,,,,,,
15,167,1,1,16,1,19,1,1,344,0,0,-3,12,-3,0,1,,,,,,,,
15,167,1,1,17,1,19,1,0,134,3,1,10,10,-16.25,0,1,,,,,,,,
15,167,1,1,18,1,19,0,1,147,0,0,0,12,0,5,1,,,,,,,,
15,167,1,1,19,1,19,1,0,224,3,0,-11.25,9,-11.25,0,1,,,,,,,,
15,167,1,1,20,1,19,1,0,301,3,1,4,4,-3,0,1,,,,,,,,
15,167,1,1,21,1,19,1,0,27,3,1,5,5,-6.88,0,1,,,,,,,,
15,167,1,1,22,1,19,1,,,,0,-6.75,9,-6.75,0,1,,,,,,,,
15,167,1,1,23,1,19,1,1,14,0,0,-12,12,-12,0,1,,,,,,,,
15,167,1,1,24,1,19,1,0,291,3,1,2,2,-1.75,0,1,,,,,,,,
15,167,1,1,25,1,19,0,,,,0,0,5,0,3,1,,,,,,,,
15,167,1,1,26,1,19,0,1,166,1,1,5,5,0,2,1,,,,,,,,
15,167,1,1,27,1,19,0,,,,0,0,26,0,10,1,,,,,,,,
15,167,1,1,28,1,19,1,0,913,3,0,-5.63,5,-5.63,0,1,,,,,,,,
15,167,1,1,29,1,19,1,0,208,3,1,6,6,-7.5,0,1,,,,,,,,
15,167,1,1,30,1,19,1,1,126,1,1,8,8,-3,0,1,,,,,,,,
16,168,0,0,1,0,23,0,1,650,1,1,10,10,0,6,1,,,,,,,,
16,168,0,0,2,0,23,1,0,1079,3,0,-15.75,9,-15.75,0,1,,,,,,,,
16,168,0,0,3,0,23,1,1,972,0,0,-8.75,10,-8.75,0,1,,,,,,,,
