Subject,SubName,Condition,SNS,SubTrial,Sex,Age,TrialType,Response,RT,RealOutcome,ScheduledOutcome,GambleAmount,Amount1,Amount2,Certain,Include,IRI_Total,IRI_EC,IRI_PT,IRI_distress,IRI_fantasy,MPSS_Total,MPSS_friend,RSE
4,156,0,0,30,1,20,1,0,361,3,0,-6,6,-6,0,1,,,,,,,,
4,156,0,0,1,1,20,1,0,541,3,1,9,9,-11.25,0,1,,,,,,,,
4,156,0,0,2,1,20,1,,,,1,12,12,-21,0,1,,,,,,,,
4,156,0,0,3,1,20,1,,,,1,5,5,-6.88,0,1,,,,,,,,
4,156,0,0,4,1,20,1,0,598,3,0,-3,12,-3,0,1,,,,,,,,
4,156,0,0,5,1,20,0,1,723,1,1,5,5,0,2,1,,,,,,,,
4,156,0,0,6,1,20,1,0,1409,3,0,-6.75,9,-6.75,0,1,,,,,,,,
4,156,0,0,7,1,20,0,1,639,0,0,0,26,0,10,1,,,,,,,,
4,156,0,0,8,1,20,1,0,957,3,1,8,8,-3,0,1,,,,,,,,
4,156,0,0,9,1,20,0,1,569,1,1,19,19,0,8,1,,,,,,,,
4,156,0,0,10,1,20,0,1,1391,0,0,0,25,0,10,1,,,,,,,,
4,156,0,0,11,1,20,1,0,637,3,0,-1.88,5,-1.88,0,1,,,,,,,,
4,156,0,0,12,1,20,1,0,1219,3,0,-2.75,2,-2.75,0,1,,,,,,,,
4,156,0,0,13,1,20,1,0,743,3,1,2,2,-1.75,0,1,,,,,,,,
4,156,0,0,14,1,20,1,0,373,3,0,-11.25,10,-11.25,0,1,,,,,,,,
4,156,0,0,15,1,20,0,0,1339,3,0,0,5,0,3,1,,,,,,,,
4,156,0,0,16,1,20,1,0,545,3,1,9,9,-2.25,0,1,,,,,,,,
4,156,0,0,17,1,20,1,0,303,3,0,-11,8,-11,0,1,,,,,,,,
4,156,0,0,18,1,20,1,0,883,3,1,4,4,-3,0,1,,,,,,,,
4,156,0,0,19,1,20,1,0,9,3,1,6,6,-1.5,0,1,,,,,,,,
4,156,0,0,20,1,20,1,0,1168,3,0,-13.5,9,-13.5,0,1,,,,,,,,
4,156,0,0,21,1,20,1,0,485,3,0,-5.63,5,-5.63,0,1,,,,,,,,
4,156,0,0,22,1,20,1,0,850,3,0,-3,6,-3,0,1,,,,,,,,
4,156,0,0,23,1,20,1,0,848,3,1,10,10,-16.25,0,1,,,,,,,,
4,156,0,0,24,1,20,1,0,774,3,1,5,5,-2.5,0,1,,,,,,,,
4,156,0,0,25,1,20,0,1,732,0,0,0,28,0,13,1,,,,,,,,
4,156,0,0,26,1,20,1,0,490,3,1,10,10,-6.25,0,1,,,,,,,,
4,156,0,0,27,1,20,0,1,438,0,0,0,12,0,5,1,,,,,,,,
4,156,0,0,28,1,20,1,0,860,3,0,-12,12,-12,0,1,,,,,,,,
4,156,0,0,29,1,20,1,0,434,3,1,4,4,-6,0,1,,,,,,,,
4,156,0,0,30,1,20,1,0,1624,3,1,6,6,-7.5,0,1,,,,,,,,
4,156,-1,1,1,1,20,1,0,1604,3,1,8,8,-9,0,1,,,,,,,,
4,156,-1,1,2,1,20,1,0,675,3,0,-3.75,2,-3.75,0,1,,,,,,,,
4,156,-1,1,3,1,20,0,1,656,1,1,12,12,0,4,1,,,,,,,,
4,156,-1,1,4,1,20,0,0,1382,3,0,0,22,0,13,1,,,,,,,,
4,156,-1,1,5,1,20,1,0,915,3,0,-4.38,5,-4.38,0,1,,,,,,,,
4,156,-1,1,6,1,20,1,0,680,3,0,-18.75,10,-18.75,0,1,,,,,,,,
4,156,-1,1,7,1,20,1,0,542,3,1,9,9,-9,0,1,,,,,,,,
4,156,-1,1,8,1,20,1,0,716,3,0,-1.25,2,-1.25,0,1,,,,,,,,
4,156,-1,1,9,1,20,1,,,,1,4,4,-1,0,1,,,,,,,,
4,156,-1,1,10,1,20,1,0,575,3,0,-13,8,-13,0,1,,,,,,,,
4,156,-1,1,11,1,20,1,0,709,3,1,8,8,-2,0,1,,,,,,,,
4,156,-1,1,12,1,20,1,0,874,3,0,-12,6,-12,0,1,,,,,,,,
4,156,-1,1,13,1,20,1,0,744,3,0,-9,12,-9,0,1,,,,,,,,
4,156,-1,1,14,1,20,1,0,485,3,1,6,6,-9,0,1,,,,,,,,
4,156,-1,1,15,1,20,0,1,603,1,1,3.25,3.25,0,1,1,,,,,,,,
4,156,-1,1,16,1,20,0,1,1049,1,1,7,7,0,3,1,,,,,,,,
4,156,-1,1,17,1,20,1,0,871,3,0,-7,8,-7,0,1,,,,,,,,
4,156,-1,1,18,1,20,0,1,765,1,1,25,25,0,9,1,,,,,,,,
4,156,-1,1,19,1,20,0,0,1146,3,0,0,8,0,4.25,1,,,,,,,,
4,156,-1,1,20,1,20,1,0,295,3,0,-8.75,10,-8.75,0,1,,,,,,,,
4,156,-1,1,21,1,20,1,0,1165,3,1,4,4,-8,0,1,,,,,,,,
4,156,-1,1,22,1,20,0,1,683,0,0,0,17,0,9,1,,,,,,,,
4,156,-1,1,23,1,20,1,0,615,3,1,12,12,-18,0,1,,,,,,,,
4,156,-1,1,24,1,20,0,0,598,3,1,10,10,0,6,1,,,,,,,,
4,156,-1,1,25,1,20,0,0,692,3,0,0,13,0,6,1,,,,,,,,
4,156,-1,1,26,1,20,1,0,809,3,0,-15.75,9,-15.75,0,1,,,,,,,,
4,156,-1,1,27,1,20,1,0,1087,3,1,5,5,-8.13,0,1,,,,,,,,
4,156,-1,1,28,1,20,1,0,595,3,1,4,4,-4,0,1,,,,,,,,
4,156,-1,1,29,1,20,0,0,329,3,1,4,4,0,2.25,1,,,,,,,,
4,156,-1,1,30,1,20,1,,,,0,-5,5,-5,0,1,,,,,,,,
4,156,-1,1,1,1,20,0,1,698,0,0,0,30,0,12,1,,,,,,,,
4,156,-1,1,2,1,20,1,0,432,3,0,-6,12,-6,0,1,,,,,,,,
4,156,-1,1,3,1,20,1,0,1565,3,1,4,4,-5,0,1,,,,,,,,
4,156,-1,1,4,1,20,0,0,763,3,0,0,17,0,10,1,,,,,,,,
4,156,-1,1,5,1,20,1,0,1137,3,1,2,2,-3.25,0,1,,,,,,,,
4,156,-1,1,6,1,20,1,0,526,3,0,-6,6,-6,0,1,,,,,,,,
4,156,-1,1,7,1,20,1,0,587,3,1,6,6,-4.5,0,1,,,,,,,,
4,156,-1,1,8,1,20,1,0,1001,3,0,-2,4,-2,0,1,,,,,,,,
4,156,-1,1,9,1,20,0,0,1335,3,1,4,4,0,2,1,,,,,,,,
4,156,-1,1,10,1,20,1,0,1692,3,1,9,9,-4.5,0,1,,,,,,,,
4,156,-1,1,11,1,20,1,0,337,3,0,-24,12,-24,0,1,,,,,,,,
4,156,-1,1,12,1,20,0,1,504,1,1,22,22,0,10,1,,,,,,,,
4,156,-1,1,13,1,20,1,0,694,3,1,4,4,-7,0,1,,,,,,,,
4,156,-1,1,14,1,20,1,0,499,3,1,2,2,-0.75,0,1,,,,,,,,
4,156,-1,1,15,1,20,1,0,408,3,0,-2.25,2,-2.25,0,1,,,,,,,,
4,156,-1,1,16,1,20,1,0,438,3,0,-9.38,5,-9.38,0,1,,,,,,,,
4,156,-1,1,17,1,20,1,,,,0,-15,8,-15,0,1,,,,,,,,
4,156,-1,1,18,1,20,1,0,345,3,1,8,8,-5,0,1,,,,,,,,
4,156,-1,1,19,1,20,1,0,350,3,1,10,10,-13.75,0,1,,,,,,,,
4,156,-1,1,20,1,20,0,1,892,0,0,0,8,0,3,1,,,,,,,,
4,156,-1,1,21,1,20,1,,,,1,8,8,-6,0,1,,,,,,,,
4,156,-1,1,22,1,20,0,1,592,1,1,13,13,0,5,1,,,,,,,,
4,156,-1,1,23,1,20,0,0,1733,3,1,24,24,0,12,1,,,,,,,,
4,156,-1,1,24,1,20,1,0,506,3,0,-18,9,-18,0,1,,,,,,,,
4,156,-1,1,25,1,20,0,0,568,3,0,0,7,0,4,1,,,,,,,,
4,156,-1,1,26,1,20,1,0,686,3,0,-3.75,10,-3.75,0,1,,,,,,,,
4,156,-1,1,27,1,20,1,0,412,3,1,5,5,-3.13,0,1,,,,,,,,
4,156,-1,1,28,1,20,1,0,354,3,0,-15,12,-15,0,1,,,,,,,,
4,156,-1,1,29,1,20,1,0,431,3,0,-10.5,6,-10.5,0,1,,,,,,,,
4,156,-1,1,30,1,20,0,0,716,3,1,11,11,0,6,1,,,,,,,,
4,156,-1,1,1,1,20,1,0,912,3,1,9,9,-11.25,0,1,,,,,,,,
4,156,-1,1,2,1,20,1,0,910,3,1,6,6,-7.5,0,1,,,,,,,,
4,156,-1,1,3,1,20,1,0,1308,3,0,-21,12,-21,0,1,,,,,,,,
4,156,-1,1,4,1,20,0,0,761,3,1,19,19,0,8,1,,,,,,,,
4,156,-1,1,5,1,20,0,0,886,3,0,0,12,0,5,1,,,,,,,,
4,156,-1,1,6,1,20,1,0,852,3,0,-13.5,9,-13.5,0,1,,,,,,,,
4,156,-1,1,7,1,20,1,0,1618,3,1,10,10,-16.25,0,1,,,,,,,,
4,156,-1,1,8,1,20,1,0,719,3,0,-3,6,-3,0,1,,,,,,,,
4,156,-1,1,9,1,20,1,0,493,3,0,-12,12,-12,0,1,,,,,,,,
4,156,-1,1,10,1,20,1,0,723,3,1,5,5,-6.88,0,1,,,,,,,,
4,156,-1,1,11,1,20,1,0,1312,3,0,-2.75,2,-2.75,0,1,,,,,,,,
4,156,-1,1,12,1,20,1,0,574,3,0,-3,12,-3,0,1,,,,,,,,
4,156,-1,1,13,1,20,1,0,602,3,1,5,5,-2.5,0,1,,,,,,,,
4,156,-1,1,14,1,20,1,0,408,3,0,-5.63,5,-5.63,0,1,,,,,,,,
4,156,-1,1,15,1,20,1,0,454,3,0,-3,4,-3,0,1,,,,,,,,
4,156,-1,1,16,1,20,1,0,676,3,1,4,4,-6,0,1,,,,,,,,
4,156,-1,1,17,1,20,0,0,576,3,1,5,5,0,2,1,,,,,,,,
4,156,-1,1,18,1,20,1,0,590,3,1,9,9,-2.25,0,1,,,,,,,,
4,156,-1,1,19,1,20,0,1,435,0,0,0,26,0,10,1,,,,,,,,
4,156,-1,1,20,1,20,1,0,665,3,1,6,6,-1.5,0,1,,,,,,,,
4,156,-1,1,21,1,20,1,0,1198,3,1,10,10,-6.25,0,1,,,,,,,,
4,156,-1,1,22,1,20,1,0,956,3,0,-6.75,9,-6.75,0,1,,,,,,,,
4,156,-1,1,23,1,20,1,,,,1,8,8,-3,0,1,,,,,,,,
4,156,-1,1,24,1,20,1,,,,0,-11.25,10,-11.25,0,1,,,,,,,,
4,156,-1,1,25,1,20,0,0,694,3,1,5,5,0,3,1,,,,,,,,
4,156,-1,1,26,1,20,1,0,1291,3,1,2,2,-1.75,0,1,,,,,,,,
4,156,-1,1,27,1,20,0,0,1649,3,0,0,28,0,13,1,,,,,,,,
4,156,-1,1,28,1,20,1,0,767,3,1,8,8,-11,0,1,,,,,,,,
4,156,-1,1,29,1,20,0,0,357,3,0,0,25,0,10,1,,,,,,,,
4,156,-1,1,30,1,20,1,0,355,3,0,-1.88,5,-1.88,0,1,,,,,,,,
4,156,1,1,1,1,20,1,0,359,3,0,-3.75,2,-3.75,0,1,,,,,,,,
4,156,1,1,2,1,20,0,1,973,1,1,17,17,0,9,1,,,,,,,,
4,156,1,1,3,1,20,1,0,723,3,0,-15.75,9,-15.75,0,1,,,,,,,,
4,156,1,1,4,1,20,1,0,264,3,0,-8.75,10,-8.75,0,1,,,,,,,,
4,156,1,1,5,1,20,0,1,902,1,1,3.25,3.25,0,1,1,,,,,,,,
4,156,1,1,6,1,20,1,0,923,3,0,-12,6,-12,0,1,,,,,,,,
4,156,1,1,7,1,20,1,0,537,3,1,6,6,-9,0,1,,,,,,,,
4,156,1,1,8,1,20,1,0,662,3,1,12,12,-18,0,1,,,,,,,,
4,156,1,1,9,1,20,1,0,763,3,1,9,9,-9,0,1,,,,,,,,
4,156,1,1,10,1,20,0,0,306,3,0,0,13,0,6,1,,,,,,,,
4,156,1,1,11,1,20,0,,,,0,0,22,0,13,1,,,,,,,,
4,156,1,1,12,1,20,0,1,693,1,1,7,7,0,3,1,,,,,,,,
4,156,1,1,13,1,20,1,0,610,3,1,5,5,-5,0,1,,,,,,,,
4,156,1,1,14,1,20,1,0,1495,3,0,-9,12,-9,0,1,,,,,,,,
4,156,1,1,15,1,20,1,0,557,3,1,4,4,-4,0,1,,,,,,,,
4,156,1,1,16,1,20,0,1,611,0,0,0,8,0,4.25,1,,,,,,,,
4,156,1,1,17,1,20,0,0,617,3,1,10,10,0,6,1,,,,,,,,
4,156,1,1,18,1,20,1,0,863,3,0,-13,8,-13,0,1,,,,,,,,
4,156,1,1,19,1,20,0,1,989,0,0,0,25,0,9,1,,,,,,,,
4,156,1,1,20,1,20,1,0,1178,3,1,4,4,-8,0,1,,,,,,,,
4,156,1,1,21,1,20,1,0,656,3,0,-1.25,2,-1.25,0,1,,,,,,,,
4,156,1,1,22,1,20,1,0,469,3,1,4,4,-1,0,1,,,,,,,,
4,156,1,1,23,1,20,1,0,746,3,1,8,8,-9,0,1,,,,,,,,
4,156,1,1,24,1,20,1,0,632,3,0,-18.75,10,-18.75,0,1,,,,,,,,
4,156,1,1,25,1,20,0,1,494,0,0,0,12,0,4,1,,,,,,,,
4,156,1,1,26,1,20,1,0,915,3,1,8,8,-2,0,1,,,,,,,,
4,156,1,1,27,1,20,1,0,448,3,0,-7,8,-7,0,1,,,,,,,,
4,156,1,1,28,1,20,0,0,982,3,1,4,4,0,2.25,1,,,,,,,,
4,156,1,1,29,1,20,1,0,308,3,1,5,5,-8.13,0,1,,,,,,,,
4,156,1,1,30,1,20,1,0,154,3,0,-4.38,5,-4.38,0,1,,,,,,,,
4,156,1,1,1,1,20,0,0,465,3,0,0,17,0,10,1,,,,,,,,
4,156,1,1,2,1,20,1,0,614,3,1,5,5,-3.13,0,1,,,,,,,,
4,156,1,1,3,1,20,1,0,1132,3,1,9,9,-4.5,0,1,,,,,,,,
4,156,1,1,4,1,20,1,0,321,3,0,-9.38,5,-9.38,0,1,,,,,,,,
4,156,1,1,5,1,20,1,0,431,3,0,-18,9,-18,0,1,,,,,,,,
4,156,1,1,6,1,20,1,0,484,3,1,2,2,-3.25,0,1,,,,,,,,
4,156,1,1,7,1,20,0,0,770,3,0,0,7,0,4,1,,,,,,,,
4,156,1,1,8,1,20,1,0,511,3,0,-3.75,10,-3.75,0,1,,,,,,,,
4,156,1,1,9,1,20,1,0,533,3,1,12,12,-24,0,1,,,,,,,,
4,156,1,1,10,1,20,1,0,786,3,1,4,4,-7,0,1,,,,,,,,
4,156,1,1,11,1,20,0,0,903,3,0,0,11,0,6,1,,,,,,,,
4,156,1,1,12,1,20,1,0,485,3,0,-13.75,10,-13.75,0,1,,,,,,,,
4,156,1,1,13,1,20,1,0,675,3,1,2,2,-0.75,0,1,,,,,,,,
4,156,1,1,14,1,20,1,0,465,3,1,8,8,-5,0,1,,,,,,,,
4,156,1,1,15,1,20,1,0,437,3,0,-15,8,-15,0,1,,,,,,,,
4,156,1,1,16,1,20,1,0,371,3,0,-5,4,-5,0,1,,,,,,,,
4,156,1,1,17,1,20,0,,,,1,13,13,0,5,1,,,,,,,,
4,156,1,1,18,1,20,1,0,1671,3,0,-2.25,2,-2.25,0,1,,,,,,,,
4,156,1,1,19,1,20,1,0,893,3,1,8,8,-6,0,1,,,,,,,,
4,156,1,1,20,1,20,0,0,602,3,1,4,4,0,2,1,,,,,,,,
4,156,1,1,21,1,20,0,0,576,3,1,24,24,0,12,1,,,,,,,,
4,156,1,1,22,1,20,1,0,534,3,0,-15,12,-15,0,1,,,,,,,,
4,156,1,1,23,1,20,0,1,596,1,1,22,22,0,10,1,,,,,,,,
4,156,1,1,24,1,20,0,1,488,0,0,0,30,0,12,1,,,,,,,,
4,156,1,1,25,1,20,1,0,1158,3,0,-2,4,-2,0,1,,,,,,,,
4,156,1,1,26,1,20,1,0,1220,3,1,6,6,-4.5,0,1,,,,,,,,
4,156,1,1,27,1,20,1,0,370,3,0,-6,6,-6,0,1,,,,,,,,
4,156,1,1,28,1,20,1,,,,1,6,6,-10.5,0,1,,,,,,,,
4,156,1,1,29,1,20,0,1,685,0,0,0,8,0,3,1,,,,,,,,
4,156,1,1,30,1,20,1,,,,1,12,12,-6,0,1,,,,,,,,
4,156,1,1,1,1,20,1,0,846,3,1,12,12,-21,0,1,,,,,,,,
4,156,1,1,2,1,20,0,0,1556,3,0,0,28,0,13,1,,,,,,,,
4,156,1,1,3,1,20,1,0,945,3,1,6,6,-1.5,0,1,,,,,,,,
4,156,1,1,4,1,20,1,0,743,3,0,-11,8,-11,0,1,,,,,,,,
4,156,1,1,5,1,20,1,0,573,3,0,-3,6,-3,0,1,,,,,,,,
4,156,1,1,6,1,20,0,0,923,3,1,25,25,0,10,1,,,,,,,,
4,156,1,1,7,1,20,1,0,1505,3,0,-11.25,10,-11.25,0,1,,,,,,,,
4,156,1,1,8,1,20,1,0,622,3,0,-1.88,5,-1.88,0,1,,,,,,,,
4,156,1,1,9,1,20,1,0,620,3,1,5,5,-2.5,0,1,,,,,,,,
4,156,1,1,10,1,20,1,0,937,3,0,-13.5,9,-13.5,0,1,,,,,,,,
4,156,1,1,11,1,20,0,1,687,1,1,19,19,0,8,1,,,,,,,,
4,156,1,1,12,1,20,1,0,764,3,1,9,9,-2.25,0,1,,,,,,,,
4,156,1,1,13,1,20,1,0,297,3,0,-2.75,2,-2.75,0,1,,,,,,,,
4,156,1,1,14,1,20,1,0,672,3,1,10,10,-6.25,0,1,,,,,,,,
4,156,1,1,15,1,20,1,0,1389,3,1,4,4,-6,0,1,,,,,,,,
4,156,1,1,16,1,20,1,0,1427,3,0,-3,12,-3,0,1,,,,,,,,
4,156,1,1,17,1,20,1,0,799,3,1,10,10,-16.25,0,1,,,,,,,,
4,156,1,1,18,1,20,0,0,93,3,0,0,12,0,5,1,,,,,,,,
4,156,1,1,19,1,20,1,0,618,3,0,-11.25,9,-11.25,0,1,,,,,,,,
4,156,1,1,20,1,20,1,0,681,3,1,4,4,-3,0,1,,,,,,,,
4,156,1,1,21,1,20,1,0,701,3,1,5,5,-6.88,0,1,,,,,,,,
4,156,1,1,22,1,20,1,0,1691,3,0,-6.75,9,-6.75,0,1,,,,,,,,
4,156,1,1,23,1,20,1,0,681,3,0,-12,12,-12,0,1,,,,,,,,
4,156,1,1,24,1,20,1,,,,1,2,2,-1.75,0,1,,,,,,,,
4,156,1,1,25,1,20,0,0,685,3,0,0,5,0,3,1,,,,,,,,
4,156,1,1,26,1,20,0,0,770,3,1,5,5,0,2,1,,,,,,,,
4,156,1,1,27,1,20,0,1,519,0,0,0,26,0,10,1,,,,,,,,
4,156,1,1,28,1,20,1,0,350,3,0,-5.63,5,-5.63,0,1,,,,,,,,
4,156,1,1,29,1,20,1,0,795,3,1,6,6,-7.5,0,1,,,,,,,,
4,156,1,1,30,1,20,1,,,,1,8,8,-3,0,1,,,,,,,,
5,157,0,0,1,1,18,0,1,544,1,1,10,10,0,6,1,,,,,,,,
5,157,0,0,2,1,18,1,0,974,3,0,-15.75,9,-15.75,0,1,,,,,,,,
5,157,0,0,3,1,18,1,0,428,3,0,-8.75,10,-8.75,0,1,,,,,,,,
5,157,0,0,4,1,18,1,1,113,1,1,8,8,-2,0,1,,,,,,,,
5,157,0,0,5,1,18,1,0,343,3,0,-12,6,-12,0,1,,,,,,,,
5,157,0,0,6,1,18,1,,,,0,-18.75,10,-18.75,0,1,,,,,,,,
5,157,0,0,7,1,18,1,,,,1,5,5,-8.13,0,1,,,,,,,,
5,157,0,0,8,1,18,0,1,1176,0,0,0,12,0,4,1,,,,,,,,
5,157,0,0,9,1,18,1,1,340,1,1,9,9,-9,0,1,,,,,,,,
5,157,0,0,10,1,18,0,0,978,3,0,0,22,0,13,1,,,,,,,,
5,157,0,0,11,1,18,1,1,625,0,0,-7,8,-7,0,1,,,,,,,,
5,157,0,0,12,1,18,1,0,87,3,1,4,4,-8,0,1,,,,,,,,
5,157,0,0,13,1,18,0,1,555,1,1,25,25,0,9,1,,,,,,,,
5,157,0,0,14,1,18,1,1,1049,0,0,-3.75,2,-3.75,0,1,,,,,,,,
5,157,0,0,15,1,18,1,,,,1,2,2,-1.25,0,1,,,,,,,,
5,157,0,0,16,1,18,1,0,524,3,1,6,6,-9,0,1,,,,,,,,
5,157,0,0,17,1,18,0,0,474,3,1,13,13,0,6,1,,,,,,,,
5,157,0,0,18,1,18,1,0,968,3,0,-4,4,-4,0,1,,,,,,,,
5,157,0,0,19,1,18,0,0,789,3,1,7,7,0,3,1,,,,,,,,
5,157,0,0,20,1,18,0,1,1562,1,1,3.25,3.25,0,1,1,,,,,,,,
5,157,0,0,21,1,18,1,0,688,3,1,4,4,-1,0,1,,,,,,,,
5,157,0,0,22,1,18,0,1,476,0,0,0,8,0,4.25,1,,,,,,,,
5,157,0,0,23,1,18,0,0,706,3,0,0,17,0,9,1,,,,,,,,
5,157,0,0,24,1,18,1,1,144,1,1,12,12,-18,0,1,,,,,,,,
5,157,0,0,25,1,18,1,0,246,3,0,-5,5,-5,0,1,,,,,,,,
5,157,0,0,26,1,18,0,1,492,1,1,4,4,0,2.25,1,,,,,,,,
5,157,0,0,27,1,18,1,1,1537,0,0,-9,12,-9,0,1,,,,,,,,
5,157,0,0,28,1,18,1,0,735,3,1,8,8,-9,0,1,,,,,,,,
5,157,0,0,29,1,18,1,0,1285,3,0,-4.38,5,-4.38,0,1,,,,,,,,
5,157,0,0,30,1,18,1,0,219,3,0,-13,8,-13,0,1,,,,,,,,
5,157,0,0,1,1,18,1,,,,0,-2.25,2,-2.25,0,1,,,,,,,,
5,157,0,0,2,1,18,1,,,,1,6,6,-4.5,0,1,,,,,,,,
5,157,0,0,3,1,18,1,,,,1,2,2,-3.25,0,1,,,,,,,,
5,157,0,0,4,1,18,0,1,694,0,0,0,22,0,10,1,,,,,,,,
5,157,0,0,5,1,18,1,0,148,3,1,9,9,-4.5,0,1,,,,,,,,
5,157,0,0,6,1,18,0,0,689,3,1,17,17,0,10,1,,,,,,,,
5,157,0,0,7,1,18,0,0,335,3,1,4,4,0,2,1,,,,,,,,
5,157,0,0,8,1,18,1,,,,0,-2,4,-2,0,1,,,,,,,,
5,157,0,0,9,1,18,0,0,1747,3,1,11,11,0,6,1,,,,,,,,
5,157,0,0,10,1,18,0,0,655,3,0,0,7,0,4,1,,,,,,,,
5,157,0,0,11,1,18,1,1,1285,0,0,-3.75,10,-3.75,0,1,,,,,,,,
5,157,0,0,12,1,18,1,0,931,3,1,12,12,-24,0,1,,,,,,,,
5,157,0,0,13,1,18,1,0,1745,3,0,-10.5,6,-10.5,0,1,,,,,,,,
5,157,0,0,14,1,18,1,0,423,3,0,-9.38,5,-9.38,0,1,,,,,,,,
5,157,0,0,15,1,18,1,1,1803,1,1,8,8,-5,0,1,,,,,,,,
5,157,0,0,16,1,18,1,1,1433,1,1,5,5,-3.13,0,1,,,,,,,,
5,157,0,0,17,1,18,0,0,1119,3,0,0,30,0,12,1,,,,,,,,
5,157,0,0,18,1,18,1,1,1285,1,1,4,4,-7,0,1,,,,,,,,
5,157,0,0,19,1,18,1,,,,1,10,10,-13.75,0,1,,,,,,,,
5,157,0,0,20,1,18,1,1,895,0,0,-15,8,-15,0,1,,,,,,,,
5,157,0,0,21,1,18,0,1,782,1,1,24,24,0,12,1,,,,,,,,
5,157,0,0,22,1,18,1,0,211,3,0,-15,12,-15,0,1,,,,,,,,
5,157,0,0,23,1,18,1,0,1601,3,0,-18,9,-18,0,1,,,,,,,,
5,157,0,0,24,1,18,0,,,,1,13,13,0,5,1,,,,,,,,
5,157,0,0,25,1,18,1,1,747,1,1,2,2,-0.75,0,1,,,,,,,,
5,157,0,0,26,1,18,1,,,,0,-6,12,-6,0,1,,,,,,,,
5,157,0,0,27,1,18,0,1,687,0,0,0,8,0,3,1,,,,,,,,
5,157,0,0,28,1,18,1,,,,1,8,8,-6,0,1,,,,,,,,
5,157,0,0,29,1,18,1,0,1426,3,0,-5,4,-5,0,1,,,,,,,,
5,157,0,0,30,1,18,1,1,976,0,0,-6,6,-6,0,1,,,,,,,,
5,157,0,0,1,1,18,1,0,1629,3,1,9,9,-11.25,0,1,,,,,,,,
5,157,0,0,2,1,18,1,0,858,3,1,12,12,-21,0,1,,,,,,,,
5,157,0,0,3,1,18,1,0,895,3,1,5,5,-6.88,0,1,,,,,,,,
5,157,0,0,4,1,18,1,1,493,0,0,-3,12,-3,0,1,,,,,,,,
5,157,0,0,5,1,18,0,,,,1,5,5,0,2,1,,,,,,,,
5,157,0,0,6,1,18,1,1,728,0,0,-6.75,9,-6.75,0,1,,,,,,,,
5,157,0,0,7,1,18,0,0,1093,3,0,0,26,0,10,1,,,,,,,,
5,157,0,0,8,1,18,1,,,,1,8,8,-3,0,1,,,,,,,,
5,157,0,0,9,1,18,0,1,512,1,1,19,19,0,8,1,,,,,,,,
5,157,0,0,10,1,18,0,0,926,3,0,0,25,0,10,1,,,,,,,,
5,157,0,0,11,1,18,1,,,,0,-1.88,5,-1.88,0,1,,,,,,,,
5,157,0,0,12,1,18,1,,,,0,-2.75,2,-2.75,0,1,,,,,,,,
5,157,0,0,13,1,18,1,1,1494,1,1,2,2,-1.75,0,1,,,,,,,,
5,157,0,0,14,1,18,1,0,1148,3,0,-11.25,10,-11.25,0,1,,,,,,,,
5,157,0,0,15,1,18,0,0,49,3,0,0,5,0,3,1,,,,,,,,
5,157,0,0,16,1,18,1,1,1879,1,1,9,9,-2.25,0,1,,,,,,,,
5,157,0,0,17,1,18,1,0,885,3,0,-11,8,-11,0,1,,,,,,,,
5,157,0,0,18,1,18,1,1,51,1,1,4,4,-3,0,1,,,,,,,,
5,157,0,0,19,1,18,1,,,,1,6,6,-1.5,0,1,,,,,,,,
5,157,0,0,20,1,18,1,0,342,3,0,-13.5,9,-13.5,0,1,,,,,,,,
5,157,0,0,21,1,18,1,1,955,0,0,-5.63,5,-5.63,0,1,,,,,,,,
5,157,0,0,22,1,18,1,1,721,0,0,-3,6,-3,0,1,,,,,,,,
5,157,0,0,23,1,18,1,,,,1,10,10,-16.25,0,1,,,,,,,,
5,157,0,0,24,1,18,1,,,,1,5,5,-2.5,0,1,,,,,,,,
5,157,0,0,25,1,18,0,0,1242,3,0,0,28,0,13,1,,,,,,,,
5,157,0,0,26,1,18,1,,,,1,10,10,-6.25,0,1,,,,,,,,
5,157,0,0,27,1,18,0,,,,0,0,12,0,5,1,,,,,,,,
5,157,0,0,28,1,18,1,0,924,3,0,-12,12,-12,0,1,,,,,,,,
5,157,0,0,29,1,18,1,1,762,1,1,4,4,-6,0,1,,,,,,,,
5,157,0,0,30,1,18,1,1,383,1,1,6,6,-7.5,0,1,,,,,,,,
5,157,-1,1,1,1,18,1,1,994,1,1,8,8,-9,0,1,,,,,,,,
5,157,-1,1,2,1,18,1,0,1928,3,0,-3.75,2,-3.75,0,1,,,,,,,,
5,157,-1,1,3,1,18,0,,,,1,12,12,0,4,1,,,,,,,,
5,157,-1,1,4,1,18,0,0,540,3,0,0,22,0,13,1,,,,,,,,
5,157,-1,1,5,1,18,1,1,154,0,0,-4.38,5,-4.38,0,1,,,,,,,,
5,157,-1,1,6,1,18,1,0,663,3,0,-18.75,10,-18.75,0,1,,,,,,,,
5,157,-1,1,7,1,18,1,,,,1,9,9,-9,0,1,,,,,,,,
5,157,-1,1,8,1,18,1,0,50,3,0,-1.25,2,-1.25,0,1,,,,,,,,
5,157,-1,1,9,1,18,1,1,223,1,1,4,4,-1,0,1,,,,,,,,
5,157,-1,1,10,1,18,1,,,,0,-13,8,-13,0,1,,,,,,,,
5,157,-1,1,11,1,18,1,1,530,1,1,8,8,-2,0,1,,,,,,,,
