TrialNumber,Trial_num,Partner,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift,,,
54,54,1,$4.00 ,($4.00),$0.00 ,won,$4.00 ,1.5,3,2,,,,1,53,599.0606,1,601.0658,601.3329,2.0051513,0.005151176,0.2670679,601.4412,0.37542367,-1.6245763,604.7838,3.332932,3.3425953,0.009663159,604.7923,1.00087,0.000869963,605.79315,6.732521,605.81146,got here,608.8123,3,3.0008433,0.00084328
55,55,1,$8.00 ,($1.33),$0.00 ,won,$8.00 ,5,3,2,,,,1,54,608.829,2,610.84204,610.875,2.0130413,0.013041319,0.032953136,610.98376,0.14174087,-1.8582591,618.061,7.0670466,7.0771837,0.010136645,618.078,1.0006723,0.000672393,619.0787,10.249719,619.0972,got here,622.0986,3,3.0013218,0.001321705
56,56,1,$8.00 ,($3.00),$0.00 ,lost,($3.00),1.5,1.5,2,,,,1,55,622.1126,1,624.1275,625.2135,2.0148642,0.014864281,1.0859742,625.326,1.1984991,-0.801501,627.84576,2.5140257,2.5197666,0.005740815,627.85394,1.000555,0.000555065,628.85455,6.74189,628.8733,got here,630.3741,1.5,1.5008167,0.000816729
57,57,1,$5.00 ,($5.63),$0.00 ,won,$5.00 ,3,1.5,2,,,,1,56,630.3923,1,632.3996,632.9005,2.0073717,0.007371753,0.50088584,633.0095,0.6099087,-1.3900913,637.6169,4.599114,4.6073413,0.008227069,637.6299,1.0008686,0.000868607,638.6308,8.238527,638.6493,got here,640.1496,1.5,1.500291,0.000290991
58,58,1,$10.67 ,$0.00 ,$10.67 ,won,$10.67 ,1.5,1.5,2,,,,1,57,640.1698,1,642.1755,642.32587,2.0057185,0.005718441,0.15035905,642.43414,0.25862753,-1.7413725,645.8936,3.449641,3.4594753,0.00983436,645.9019,1.001047,0.001046969,646.90295,6.7331905,646.9215,got here,648.4222,1.5,1.5007019,0.000701896
59,59,1,$6.00 ,($7.50),$0.00 ,won,$6.00 ,1.5,1.5,2,,,,1,58,648.44104,1,650.4476,650.59766,2.0065215,0.00652141,0.15008068,650.7075,0.25993288,-1.7400671,654.166,3.4499192,3.4585197,0.008600352,654.17456,1.0011846,0.001184604,655.1758,6.734719,655.1936,got here,656.69507,1.5,1.5014755,0.001475414
60,60,1,$24.92 ,$0.00 ,$11.54 ,lost,$0.00 ,1.5,3,2,,,,1,59,656.7171,2,658.7197,658.9867,2.0025845,0.002584409,0.26699248,659.096,0.37627065,-1.6237293,662.43774,3.3330076,3.341735,0.008727278,662.4461,1.0007526,0.000752601,663.44684,6.729722,663.46545,got here,666.46655,3,3.0011191,0.001119037
61,61,1,$8.00 ,$0.00 ,$4.00 ,won,$8.00 ,5,1.5,2,,,,1,60,666.4829,2,668.4977,668.763,2.014758,0.014758127,0.26536345,668.87146,0.37377456,-1.6262255,675.7151,6.8346367,6.843685,0.009048739,675.7323,1.0002253,0.000225354,676.73254,10.249642,676.752,got here,678.25256,1.5,1.5005193,0.000519319
62,62,1,$8.00 ,($13.00),$0.00 ,lost,($13.00),1.5,5,2,,,,1,61,678.2699,2,680.2785,680.545,2.0086389,0.00863874,0.26647887,680.65845,0.37992668,-1.6200733,684.0133,3.3335211,3.3548794,0.021358233,684.02075,1.000734,0.000733958,685.0215,6.7516284,685.0399,got here,690.04016,5,5.000246,0.000246075
63,63,1,$8.00 ,($5.00),$0.00 ,lost,($5.00),5,1.5,2,,,,1,62,690.0553,2,692.0588,692.092,2.0035098,0.003509713,0.033206716,692.2003,0.14154612,-1.8584539,699.2762,7.0667934,7.075854,0.009060386,699.29486,1.0006099,0.00060993,700.2955,10.240204,700.3151,got here,701.81604,1.5,1.5009437,0.000943602
64,64,1,$9.00 ,($13.50),$0.00 ,won,$9.00 ,3,1.5,2,,,,1,63,701.8329,1,703.84033,703.99023,2.007473,0.007472956,0.14991005,704.09924,0.25893208,-1.7410679,709.05756,4.95009,4.958279,0.008189319,709.0714,1.0001658,0.00016586,710.07153,8.238692,710.0912,last trial of block,710.09125,nan,6.51E-05,nan
65,65,1,$31.29 ,$0.00 ,$8.36 ,won,$31.29 ,5,1.5,3,,,,1,64,711.57635,1,713.5855,713.616,2.00915,0.009149936,0.030500866,713.7255,0.13997339,-1.8600266,720.80396,7.069499,7.0784645,0.008965472,720.8198,1.0006752,0.000675207,721.8205,10.244139,721.83875,got here,723.33887,1.5,1.5001156,0.000115671
66,66,1,$9.00 ,($0.75),$0.00 ,won,$9.00 ,1.5,3,3,,,,1,65,723.3591,2,725.36444,725.51434,2.0053768,0.00537691,0.14990692,725.6244,0.25992566,-1.7400744,729.08307,3.450093,3.4586787,0.008585745,729.091,1.001033,0.001032929,730.09204,6.7329717,730.111,got here,733.1113,3,3.000303,0.000303097
67,67,1,$6.00 ,($6.00),$0.00 ,won,$6.00 ,5,5,3,,,,1,66,733.1281,2,735.1409,735.29083,2.0128207,0.012820771,0.14988513,735.39923,0.2583003,-1.7416997,742.35895,6.9501147,6.9597487,0.009633749,742.37756,1.0002393,0.000239279,743.3778,10.249677,743.3961,got here,748.39624,5,5.0001273,0.000127331
68,68,1,$2.00 ,($3.25),$0.00 ,lost,($3.25),1.5,7,3,,,,1,67,748.4138,2,750.41473,751.3838,2.0008748,0.000874739,0.9691088,751.4945,1.0798273,-0.9201727,754.1331,2.6308913,2.6385908,0.007699506,754.14166,1.0013169,0.001316907,755.143,6.729142,755.16046,got here,762.1616,7,7.0011406,0.001140365
69,69,1,$6.00 ,($1.50),$0.00 ,won,$6.00 ,1.5,3,3,,,,1,68,762.17834,1,764.18494,764.33496,2.0066104,0.006610372,0.15003856,764.4463,0.26132601,-1.738674,767.903,3.4499614,3.456723,0.006761617,767.9111,1.0002991,0.000299067,768.9114,6.733014,768.93054,got here,771.9314,3,3.000874,0.000873991
70,70,1,$8.00 ,($15.00),$0.00 ,lost,($15.00),1.5,1.5,3,,,,1,69,771.94946,2,773.961,774.11096,2.011569,0.01156897,0.14995465,774.21924,0.2582103,-1.7417897,777.6783,3.4500453,3.4590695,0.009024145,777.6874,1.0009916,0.000991543,778.68835,6.7389045,778.7068,got here,780.2076,1.5,1.5007805,0.000780419
71,71,1,$13.35 ,$0.00 ,$1.32 ,won,$13.35 ,3,3,3,,,,1,70,780.22845,1,782.2331,782.383,2.0046437,0.004643711,0.14995281,782.4921,0.25905728,-1.7409427,787.45105,4.950047,4.9589286,0.008881539,787.4647,1.0004213,0.000421344,788.46515,8.236708,788.5003,got here,791.5015,3,3.0012136,0.001213577
72,72,1,$14.49 ,$0.00 ,$8.75 ,lost,$0.00 ,3,5,3,,,,1,71,791.5209,1,793.5298,793.5629,2.0089324,0.008932237,0.03316232,793.67163,0.14182855,-1.8581715,798.74756,5.066838,5.0759354,0.009097454,798.7608,1.0003266,0.000326591,799.76117,8.240295,799.78046,got here,804.7817,5,5.00123,0.001229826
73,73,1,$23.60 ,$0.00 ,$12.20 ,lost,$0.00 ,1.5,5,3,,,,1,72,804.79816,2,806.80005,807.0658,2.0018926,0.001892607,0.26571605,807.17444,0.37435535,-1.6256447,810.51746,3.3342838,3.3430607,0.008776778,810.5262,1.0010477,0.001047774,811.5272,6.7290583,811.5445,got here,816.54565,5,5.001185,0.001184877
74,74,1,$5.00 ,($0.63),$0.00 ,won,$5.00 ,3,1.5,3,,,,1,73,816.568,1,818.5801,818.7303,2.0121222,0.01212207,0.15018088,818.83875,0.2586451,-1.741355,823.7972,4.949819,4.9584265,0.008607581,823.811,1.0011435,0.001143446,824.81213,8.244126,824.8303,got here,826.3312,1.5,1.5008836,0.000883629
75,75,1,$12.00 ,($9.00),$0.00 ,won,$12.00 ,3,7,3,,,,1,74,826.3479,2,828.3573,828.50653,2.0093837,0.009383702,0.14926587,828.61523,0.25792128,-1.7420787,833.5747,4.950734,4.9595256,0.008791561,833.58716,1.0003952,0.000395209,834.5875,8.239637,834.60657,got here,841.607,7,7.000378,0.000378368
76,76,1,$2.00 ,($1.25),$0.00 ,won,$2.00 ,3,1.5,3,,,,1,75,841.6242,2,843.6309,843.83124,2.0066879,0.006687815,0.20030832,843.9402,0.3092837,-1.6907163,848.86523,4.8996916,4.925041,0.02534972,848.87787,1.0011988,0.001198753,849.8791,8.254854,849.89685,got here,851.39703,1.5,1.5001963,0.00019633
77,77,1,$15.86 ,$0.00 ,$8.07 ,lost,$0.00 ,1.5,1.5,3,,,,1,76,851.41626,2,853.423,853.6903,2.006735,0.006735108,0.26729065,853.7988,0.3758552,-1.6241448,857.1411,3.3327093,3.3422513,0.009542045,857.14966,1.0009761,0.000976143,858.15063,6.734367,858.169,got here,859.6693,1.5,1.5003055,0.000305564
78,78,1,$2.00 ,($2.75),$0.00 ,lost,($2.75),1.5,5,3,,,,1,77,859.68866,2,861.6954,861.8454,2.0066948,0.006694889,0.1500209,861.95483,0.2594672,-1.7405328,865.4131,3.449979,3.458244,0.008264902,865.42224,1.0009784,0.000978362,866.4232,6.7345443,866.44116,got here,871.4418,5,5.0006638,0.00066373
79,79,1,$32.00 ,$0.00 ,$0.00 ,lost,$0.00 ,1.5,3,3,,,,1,78,871.45886,2,873.4599,873.6106,2.001084,0.001083984,0.15066162,873.7208,0.26089707,-1.739103,877.17676,3.4493384,3.455949,0.006610764,877.1872,1.0009037,0.000903737,878.1881,6.729254,878.20593,got here,881.2072,3,3.0012438,0.001243894
80,80,1,$16.29 ,$0.00 ,$7.85 ,lost,$0.00 ,1.5,3,3,,,,1,79,881.2245,1,883.23627,883.3863,2.0118105,0.011810454,0.15004177,883.49585,0.2595566,-1.7404433,886.9543,3.4499583,3.4584408,0.008482656,886.96313,1.0013463,0.001346362,887.9645,6.7400317,887.982,got here,890.9832,3,3.0012429,0.001242956
81,81,1,$12.00 ,($12.00),$0.00 ,won,$12.00 ,1.5,1.5,3,,,,1,80,891.00256,2,893.0123,893.2794,2.0097818,0.009781723,0.26706252,893.38873,0.37640065,-1.6235994,896.73004,3.3329375,3.3412805,0.008342942,896.7385,1.0013176,0.0013176,897.7398,6.737256,897.7584,got here,899.2592,1.5,1.5007677,0.000767735
82,82,1,$6.00 ,($12.00),$0.00 ,lost,($12.00),3,5,3,,,,1,81,899.27405,1,901.28436,901.31744,2.0103405,0.010340564,0.033034552,901.42804,0.14362787,-1.8563721,906.5026,5.0669656,5.074595,0.007629663,906.51556,1.0013409,0.001340855,907.5169,8.242836,907.535,got here,912.53534,5,5.0003743,0.000374262
83,83,1,$21.43 ,$0.00 ,$13.29 ,lost,$0.00 ,5,1.5,3,,,,1,82,912.5548,1,914.5701,914.72,2.0153642,0.015364051,0.14982036,914.82947,0.25932914,-1.7406709,921.78815,6.9501796,6.9586678,0.008488292,921.8064,1.0011215,0.00112152,922.8075,10.25272,922.8253,got here,924.3266,1.5,1.5012399,0.001239922
84,84,1,$12.00 ,($6.00),$0.00 ,won,$12.00 ,1.5,7,3,,,,1,83,924.34534,2,926.3514,926.50146,2.0060005,0.006000434,0.15008633,926.61084,0.2594838,-1.7405162,930.06866,3.4499137,3.4578393,0.007925635,930.0778,1.0002694,0.000269412,931.07806,6.7327175,931.0974,got here,938.0977,7,7.0003157,0.000315714
85,85,1,$6.00 ,($0.25),$0.00 ,lost,($0.25),5,1.5,3,,,,1,84,938.1142,2,940.1217,940.2716,2.0075397,0.007539669,0.14987276,940.38055,0.25886518,-1.7411348,947.33887,6.950127,6.958306,0.008178504,947.358,1.0002781,0.00027812,948.3582,10.244072,948.37665,got here,949.8777,1.5,1.5010644,0.001064434
86,86,1,$6.00 ,($10.50),$0.00 ,lost,($10.50),3,3,3,,,,1,85,949.89197,1,951.903,952.17,2.0110457,0.011045752,0.2670131,952.2788,0.3758162,-1.6241838,957.12036,4.832987,4.841556,0.008569413,957.1336,1.0006047,0.000604776,958.1342,8.242238,958.1529,got here,961.1536,3,3.0007126,0.000712607
87,87,1,$5.00 ,($1.88),$0.00 ,lost,($1.88),1.5,7,3,,,,1,86,961.1711,1,963.1829,963.35,2.0118809,0.01188078,0.16702652,963.4597,0.27676356,-1.7232364,966.9007,3.4329734,3.4409895,0.008015953,966.9097,1.0011117,0.001111707,967.9109,6.739795,967.92883,got here,974.9297,7,7.000844,0.000844149
88,88,1,$6.00 ,($3.00),$0.00 ,lost,($3.00),1.5,1.5,3,,,,1,87,974.9461,2,976.95337,977.3542,2.007228,0.007227888,0.40082833,977.4631,0.5097376,-1.4902624,980.6714,3.1991718,3.2083104,0.009138799,980.6794,1.0005994,0.000599408,981.67993,6.7338386,981.6992,got here,983.2005,1.5,1.5012833,0.0012833
89,89,1,$5.00 ,($5.00),$0.00 ,won,$5.00 ,1.5,1.5,3,,,,1,88,983.2171,2,985.22546,985.49255,2.008348,0.008347982,0.26706526,985.6013,0.375844,-1.624156,988.94293,3.3329349,3.3416035,0.008668693,988.9524,1.0008906,0.000890644,989.9533,6.7361875,989.9711,got here,991.47174,1.5,1.5006312,0.000631229
90,90,1,$7.81 ,$0.00 ,$4.10 ,won,$7.81 ,1.5,1.5,3,,,,1,89,991.4961,999,993.49725,995.5027,2.0011623,0.001162407,2.0054035,995.6118,2.1145668,0.11456676,997.21466,1.5945964,1.6027981,0.008201646,997.22363,1.0006615,0.000661499,998.2243,6.7282066,998.24316,got here,999.7435,1.5,1.5003511,0.000351057
91,91,1,$5.00 ,($2.50),$0.00 ,won,$5.00 ,1.5,5,3,,,,1,90,999.76276,1,1001.7701,1003.341,2.0073392,0.007339342,1.5709431,1003.44995,1.6798545,-0.32014552,1005.4874,2.0290568,2.0375152,0.008458308,1005.496,1.0007056,0.000705604,1006.4967,6.733946,1006.5152,got here,1011.5162,5,5.0010037,0.00100375
92,92,1,$12.00 ,($15.00),$0.00 ,won,$12.00 ,1.5,1.5,3,,,,1,91,1011.5348,2,1013.55096,1013.701,2.0161715,0.01617146,0.15000299,1013.8103,0.25932562,-1.7406744,1017.26874,3.449997,3.458426,0.008428982,1017.27734,1.000358,0.00035799,1018.2777,6.742876,1018.2967,got here,1019.797,1.5,1.5002571,0.000257183
93,93,1,$10.00 ,($13.75),$0.00 ,won,$10.00 ,5,1.5,3,,,,1,92,1019.8136,1,1021.8231,1021.97314,2.0095382,0.009538075,0.1500436,1022.0835,0.260357,-1.739643,1029.0413,6.9499564,6.9577494,0.007792893,1029.0591,1.0005552,0.000555186,1030.0597,10.246103,1030.0785,got here,1031.5787,1.5,1.5002662,0.000266139
94,94,1,$9.00 ,($9.00),$0.00 ,lost,($9.00),5,3,3,,,,1,93,1031.5963,1,1033.606,1033.8713,2.0097244,0.009724486,0.26536742,1033.9812,0.37521383,-1.6247861,1040.8243,6.8346324,6.84311,0.008477409,1040.8407,1.0007735,0.000773588,1041.8414,10.245193,1041.8607,got here,1044.8617,3,3.0009365,0.000936606
95,95,1,$9.82 ,$0.00 ,$3.09 ,won,$9.82 ,3,3,3,,,,1,94,1044.8811,2,1046.8904,1047.0403,2.0092897,0.009289712,0.1498456,1047.149,0.2586752,-1.7413248,1052.1074,4.9501543,4.958424,0.008269638,1052.1211,1.0011375,0.00113746,1053.1222,8.241121,1053.1401,got here,1056.1412,3,3.0011642,0.00116431
96,96,1,$8.00 ,($7.00),$0.00 ,won,$8.00 ,1.5,1.5,3,,,,1,95,1056.161,2,1058.1705,1058.4371,2.0095992,0.009599317,0.26660126,1058.5463,0.37575427,-1.6242458,1061.8889,3.3333988,3.3426437,0.009244902,1061.9016,1.0005342,0.000534168,1062.9021,6.7411327,1062.9163,last trial of block,1062.9163,nan,1.72E-05,nan
﻿TrialNumber,Trial_num,Partner,risky_gain,risky_loss,alt_certain,task_gamble_outcome,task_gamble_amount,ISI,ITI,block,ran,order,trial_onset,bpress,cue_onset,resp_onset,stim_duration,stim_dur_drift,rt,ISI_onset,cue_duration,cue_dur_drift,ISI_offset,expected_ISI,actual_ISI,ISI_drift,outcome_onset,outcome_duration,outcome_drift,outcome_offset,trial_duration,ITI_onset,test_print,ITI_offset,expected_ITI,actual_ITI,ITI_drift,,,
1,1,2,$10.67 ,$0.00 ,$10.67 ,won,$10.67 ,1.5,5,1,1,0,8.042802,1,10.051687,10.201066,2.0088859,0.008885871,0.14937861,10.310556,0.25886852,-1.7411314,13.768959,3.4506214,3.4584036,0.007782113,13.777316,1.0009301,0.00093005,14.778246,6.7354445,14.796902,got here,19.79707,5,5.0001674,0.000167269,,,
2,2,2,$2.00 ,($3.75),$0.00 ,won,$2.00 ,1.5,1.5,1,1,1,19.816143,2,21.83246,21.982843,2.0163167,0.016316596,0.1503829,22.09212,0.2596592,-1.7403408,25.549723,3.4496171,3.4576035,0.007986396,25.559156,1.0006198,0.000619769,26.559776,6.7436337,26.578266,got here,28.079521,1.5,1.5012549,0.001254923,,,
3,3,2,$12.00 ,($9.00),$0.00 ,won,$12.00 ,1.5,5,1,1,2,28.09596,999,30.10455,32.109913,2.0085895,0.008589556,2.0053623,32.218243,2.113691,0.11369118,33.82216,1.5946378,1.6039189,0.009281233,33.831177,1.0003622,0.000362103,34.83154,6.7355804,34.850388,got here,39.850754,5,5.0003676,0.000367487,,,
4,4,2,$25.76 ,$0.00 ,$11.12 ,lost,$0.00 ,5,7,1,1,3,39.875553,2,41.886425,41.93612,2.0108736,0.010873553,0.04969155,42.050003,0.16357797,-1.836422,49.120426,7.050308,7.0704207,0.020112298,49.139484,1.0001757,0.000175659,50.139664,10.26411,50.158607,got here,57.1599,7,7.0012913,0.001291141,,,
5,5,2,$10.00 ,($3.75),$0.00 ,won,$10.00 ,3,3,1,1,4,57.17981,2,59.182163,60.03417,2.0023515,0.002351567,0.8520045,60.14341,0.9612477,-1.0387523,64.399704,4.2479954,4.256292,0.008296262,64.4125,1.0003856,0.00038566,65.41288,8.23307,65.432365,got here,68.43295,3,3.0005841,0.000584009,,,
6,6,2,$2.00 ,($1.25),$0.00 ,lost,($1.25),3,1.5,1,1,5,68.4495,1,70.46268,70.84655,2.0131752,0.013175147,0.38387373,70.95501,0.4923355,-1.5076644,75.68082,4.7161264,4.7258043,0.009678072,75.69258,1.0009799,0.000979957,76.693565,8.2440605,76.71255,got here,78.213036,1.5,1.5004879,0.000487915,,,
7,7,2,$8.00 ,($13.00),$0.00 ,lost,($13.00),3,1.5,1,1,6,78.229675,1,80.23858,80.50555,2.0089045,0.008904487,0.26696706,80.6153,0.37672138,-1.6232786,85.45614,4.833033,4.840835,0.00780214,85.468834,1.0002313,0.000231226,86.46906,8.239386,86.48863,got here,87.989174,1.5,1.5005447,0.000544687,,,
8,8,2,$5.00 ,($4.38),$0.00 ,won,$5.00 ,1.5,1.5,1,1,7,88.00674,1,90.014565,90.39846,2.0078337,0.00783367,0.38388893,90.50763,0.49306062,-1.5069394,93.73235,3.216111,3.2247238,0.008612726,93.74096,1.0004376,0.000437563,94.741394,6.7346597,94.76032,got here,96.26063,1.5,1.5003089,0.000308917,,,
9,9,2,$10.00 ,($6.25),$0.00 ,won,$10.00 ,1.5,3,1,1,8,96.27837,2,98.28672,98.45339,2.008348,0.008347994,0.16667412,98.567795,0.28107193,-1.7189281,102.02071,3.4333258,3.4529214,0.019595476,102.03019,1.0005862,0.000586135,103.03078,6.752404,103.04902,got here,106.04943,3,3.0004094,0.00040947,,,
10,10,2,$21.43 ,$0.00 ,$13.29 ,won,$21.43 ,3,5,1,1,9,106.06931,2,108.079605,108.34653,2.0102901,0.010290215,0.2669264,108.4548,0.37520403,-1.6247959,113.29715,4.8330736,4.84234,0.009266174,113.3102,1.0007905,0.00079043,114.31099,8.24168,114.329994,got here,119.331314,5,5.0013175,0.001317448,,,
11,11,2,$2.00 ,($2.25),$0.00 ,lost,($2.25),1.5,3,1,1,10,119.350006,1,121.364815,121.398155,2.0148144,0.014814442,0.033334292,121.50674,0.1419214,-1.8580786,125.08228,3.5666656,3.5755434,0.008877781,125.091705,1.0005391,0.000539091,126.09225,6.7422414,126.11064,got here,129.11147,3,3.000823,0.000822941,,,
12,12,2,$4.00 ,($6.00),$0.00 ,won,$4.00 ,3,1.5,1,1,11,129.12787,2,131.1411,131.40808,2.0132344,0.013234433,0.26697618,131.5165,0.37540403,-1.624596,136.35822,4.833024,4.841719,0.008695434,136.37198,1.0010527,0.001052763,137.37303,8.245166,137.39114,got here,138.8915,1.5,1.5003439,0.000343972,,,
13,13,2,$6.00 ,($0.25),$0.00 ,won,$6.00 ,1.5,1.5,1,1,12,138.90877,1,140.91705,141.0672,2.008278,0.0082779,0.15015231,141.17642,0.2593684,-1.7406316,144.63525,3.4498477,3.458831,0.008983484,144.64355,1.0009372,0.000937235,145.64449,6.735712,145.66298,got here,147.16321,1.5,1.5002291,0.000229117,,,
14,14,2,$5.00 ,($2.50),$0.00 ,won,$5.00 ,5,1.5,1,1,13,147.18018,2,149.18939,149.33958,2.0092285,0.009228389,0.15018477,149.44946,0.26007107,-1.739929,156.40675,6.9498153,6.9572887,0.007473655,156.42531,1.0012028,0.00120281,157.4265,10.246337,157.44524,got here,158.94565,1.5,1.5004135,0.000413547,,,
15,15,2,$4.00 ,($1.00),$0.00 ,lost,($1.00),1.5,3,1,1,14,158.96193,1,160.97073,161.70595,2.008792,0.008791968,0.7352176,161.818,0.8472587,-1.1527413,164.70456,2.8647823,2.8865743,0.021791764,164.71388,1.0002773,0.000277291,165.71416,6.752226,165.73323,got here,168.73357,3,3.0003257,0.000325654,,,
16,16,2,$8.00 ,($6.00),$0.00 ,won,$8.00 ,1.5,1.5,1,1,15,168.75203,1,170.76682,171.16426,2.0147965,0.014796524,0.39743647,171.27882,0.51199895,-1.488001,174.50061,3.2025635,3.2217855,0.019222055,174.50668,1.0013295,0.001329563,175.50803,6.7559977,175.52602,got here,177.02681,1.5,1.5007817,0.000781627,,,
17,17,2,$26.76 ,$0.00 ,$10.62 ,lost,$0.00 ,1.5,1.5,1,1,16,177.05022,2,179.05243,179.2024,2.0022216,0.002221622,0.14995277,179.3114,0.25895798,-1.741042,182.7708,3.4500473,3.4594018,0.009354576,182.77849,1.0011781,0.001178153,183.77966,6.7294545,183.79807,got here,185.29918,1.5,1.5011183,0.001118289,,,
18,18,2,$12.00 ,($15.00),$0.00 ,lost,($15.00),5,5,1,1,17,185.31848,2,187.3246,187.47475,2.0061235,0.006123642,0.15013327,187.58353,0.25891498,-1.741085,194.54172,6.949867,6.9581947,0.008327964,194.56126,1.0010505,0.001050476,195.56232,10.243827,195.57993,got here,200.58066,5,5.0007343,0.00073426,,,
19,19,2,$8.00 ,($11.00),$0.00 ,lost,($11.00),1.5,5,1,1,18,200.59721,2,202.59921,203.33359,2.002,0.002000108,0.7343777,203.44328,0.84407365,-1.1559263,206.31737,2.8656223,2.8740783,0.008456026,206.32541,1.0006851,0.000685086,207.3261,6.72889,207.34451,got here,212.34552,5,5.0010104,0.001010338,,,
20,20,2,$10.00 ,($1.25),$0.00 ,lost,($1.25),1.5,1.5,1,1,19,212.3625,2,214.36333,214.63028,2.0008204,0.000820358,0.26696312,214.73888,0.37554932,-1.6244507,218.08092,3.333037,3.3420503,0.009013363,218.0908,1.0003085,0.00030855,219.09111,6.7286043,219.10901,got here,220.61026,1.5,1.5012498,0.001249835,,,
21,21,2,$12.00 ,($21.00),$0.00 ,lost,($21.00),5,7,1,1,20,220.62718,1,222.6354,222.66838,2.0082266,0.008226731,0.03297791,222.77837,0.14295167,-1.8570484,229.85378,7.0670223,7.0754113,0.008389408,229.87228,1.0000963,9.63E-05,230.87238,10.245192,230.89111,got here,237.8923,7,7.0012035,0.001203689,,,
22,22,2,$8.00 ,($3.00),$0.00 ,won,$8.00 ,3,3,1,1,21,237.90945,1,239.9149,240.29936,2.005447,0.005446823,0.38446003,240.41042,0.4955213,-1.5044787,245.13219,4.71554,4.72177,0.00622968,245.1453,1.000884,0.000884106,246.14618,8.236733,246.1649,got here,249.16565,3,3.0007467,0.000746658,,,
23,23,2,$10.00 ,($8.75),$0.00 ,lost,($8.75),5,5,1,1,22,249.18192,1,251.19524,252.16403,2.0133345,0.013334544,0.9687926,252.27243,1.0771853,-0.9228148,258.4129,6.1312075,6.1404834,0.009275814,258.4314,1.0004069,0.000406828,259.4318,10.249898,259.4509,got here,264.45117,5,5.000292,0.000291779,,,
24,24,2,$22.40 ,$0.00 ,$4.80 ,lost,$0.00 ,1.5,7,1,1,23,264.47495,2,266.4861,266.51907,2.011161,0.011161055,0.032959156,266.62915,0.14304173,-1.8569583,270.2039,3.567041,3.5747375,0.00769669,270.21265,1.0003986,0.000398578,271.21304,6.7380896,271.2317,got here,278.23193,7,7.0002327,0.000232856,,,
25,25,2,$24.92 ,$0.00 ,$11.54 ,won,$24.92 ,5,1.5,1,1,24,278.24893,1,280.256,280.53983,2.0070722,0.007072113,0.28381807,280.6492,0.39320868,-1.6067914,287.4738,6.816182,6.8245597,0.008377832,287.49228,1.0003328,0.000332797,288.49258,10.243669,288.51172,got here,290.01248,1.5,1.5007899,0.000789857,,,
26,26,2,$12.00 ,($6.00),$0.00 ,won,$12.00 ,3,3,1,1,25,290.03146,2,292.0377,292.20425,2.0062208,0.006220856,0.16655256,292.31406,0.27635342,-1.7236466,297.25516,4.9334474,4.9411006,0.007653159,297.26788,1.0009133,0.000913203,298.2688,8.237326,298.28732,got here,301.28857,3,3.0012543,0.001254405,,,
27,27,2,$8.80 ,$0.00 ,$3.60 ,won,$8.80 ,1.5,1.5,1,1,26,301.3117,2,303.3175,303.46756,2.0058246,0.005824501,0.15005101,303.5802,0.26267064,-1.7373294,307.0529,3.449949,3.4726963,0.022747278,307.06104,1.0001556,0.000155594,308.0612,6.7494864,308.08023,got here,309.58087,1.5,1.5006282,0.000628209,,,
28,28,2,$9.00 ,($9.00),$0.00 ,lost,($9.00),1.5,3,1,1,27,309.60016,2,311.60678,311.7564,2.006626,0.006625772,0.1496436,311.86453,0.25776488,-1.7422352,315.32507,3.4503565,3.460527,0.01017061,315.33298,1.0001551,0.000155127,316.33313,6.7329907,316.35242,got here,319.35327,3,3.0008636,0.000863586,,,
29,29,2,$8.00 ,($1.33),$0.00 ,won,$8.00 ,1.5,7,1,1,28,319.36984,1,321.38315,321.90036,2.0133,0.013300048,0.5172142,322.02026,0.6371001,-1.3628999,325.11713,3.0827858,3.0968804,0.014094626,325.126,1.0003116,0.000311649,326.1263,6.7564583,326.14502,got here,333.14523,7,7.000216,0.0002159,,,
30,30,2,$5.00 ,($6.88),$0.00 ,lost,($6.88),1.5,3,1,1,29,333.16226,2,335.16934,335.5535,2.0070846,0.007084653,0.38416934,335.66217,0.49282774,-1.5071722,338.88727,3.2158306,3.2250996,0.009269015,338.89572,1.0013101,0.0013101,339.89703,6.7347836,339.91507,got here,342.916,3,3.0009263,0.000926189,,,
31,31,2,$16.79 ,$0.00 ,$7.60 ,lost,$0.00 ,1.5,1.5,1,1,30,342.9353,2,344.9458,345.21255,2.0104969,0.010496916,0.26675472,345.3267,0.38090095,-1.619099,348.68024,3.3332453,3.353544,0.020298628,348.68854,1.0004535,0.000453522,349.689,6.753699,349.70804,got here,351.20856,1.5,1.5004938,0.000493818,,,
32,32,2,$4.00 ,($2.00),$0.00 ,lost,($2.00),3,1.5,1,1,31,351.22824,2,353.2343,354.20316,2.0060747,0.006074671,0.9688426,354.31244,1.0781068,-0.9218933,358.45148,4.1311574,4.139058,0.007900775,358.46448,1.00131,0.001309973,359.4658,8.237537,359.484,last trial of block,359.48404,nan,1.84E-05,nan,,,
